Run 1,Run 1,Run 1,Run 1,Run 1,Run 2,Run 2,Run 2,Run 2,Run 2,Run 3,Run 3,Run 3,Run 3,Run 3,Run 4,Run 4,Run 4,Run 4,Run 4,Run 5,Run 5,Run 5,Run 5,Run 5
Time (s) [aligned],Force (N),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s) [aligned],Force (N),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s) [aligned],Force (N),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s) [aligned],Force (N),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s) [aligned],Force (N),Position (m),Velocity (m/s),Acceleration (m/s²)
0.76,0.0232108309865,0.001029,-0.019531944444400002,0.851793258102,0.7599999999999999,-0.007736943662170001,,,,0.75,-0.007736943662170001,,,,0.7599999999999999,0.0232108309865,,,,0.7500000000000002,0.0232108309865,,,
0.77,-0.007736943662170001,,,,0.7699999999999999,0.0232108309865,0.002058,0.000357291666667,0.745680941358,0.76,-0.007736943662170001,,,,0.7699999999999999,0.0232108309865,,,,0.7600000000000002,0.0232108309865,0.000686,-0.07038645833330001,1.20850597994
0.78,-0.007736943662170001,,,,0.7799999999999999,0.0232108309865,,,,0.77,-0.007736943662170001,0.0015435,-0.05395104166669999,1.3840916763100002,0.7799999999999999,0.0232108309865,0.0029155,0.007503125,0.9370635609569999,0.7700000000000002,0.054158605635199995,,,
0.79,-0.007736943662170001,,,,0.7899999999999999,0.054158605635199995,,,,0.78,-0.007736943662170001,,,,0.7899999999999999,0.0232108309865,,,,0.7800000000000002,0.0232108309865,,,
0.8,-0.007736943662170001,0.0025725,-0.00238194444444,0.838891059028,0.7999999999999999,0.0232108309865,,,,0.79,-0.007736943662170001,,,,0.7999999999999999,-0.007736943662170001,,,,0.7900000000000003,0.0232108309865,,,
0.81,-0.007736943662170001,,,,0.8099999999999999,0.0232108309865,0.0005145,0.019770138888900002,1.06782238619,0.8,-0.007736943662170001,,,,0.8099999999999999,-0.007736943662170001,,,,0.8000000000000003,0.0232108309865,0.0008575,-0.0119097222222,1.08419825424
0.82,-0.007736943662170001,,,,0.82,0.054158605635199995,,,,0.81,-0.007736943662170001,0.0008575,-0.00917048611111,1.32950544946,0.82,-0.007736943662170001,0.001029,0.037515625,1.44942973573,0.8100000000000003,0.0232108309865,,,
0.83,0.0232108309865,,,,0.83,-0.007736943662170001,,,,0.8200000000000001,-0.007736943662170001,,,,0.83,0.0232108309865,,,,0.8200000000000003,0.0232108309865,,,
0.84,0.0232108309865,0.0008575,0.0167927083333,1.3670541570200003,0.84,0.0232108309865,,,,0.8300000000000001,-0.007736943662170001,,,,0.8399999999999999,0.0232108309865,,,,0.8300000000000003,0.0232108309865,,,
0.85,-0.007736943662170001,,,,0.85,0.0232108309865,0.002058,0.0766986111111,1.5872186053200001,0.8400000000000001,-0.007736943662170001,,,,0.8499999999999999,0.0232108309865,,,,0.8400000000000003,0.054158605635199995,0.002058,0.00714583333333,0.987597173997
0.86,-0.007736943662170001,,,,0.8599999999999999,-0.007736943662170001,,,,0.8500000000000001,-0.007736943662170001,0.001372,0.0282260416667,1.57291039738,0.8599999999999999,0.0232108309865,0.002744,0.133865277778,1.72674430941,0.8500000000000003,0.0232108309865,,,
0.87,-0.007736943662170001,,,,0.8699999999999999,0.0232108309865,,,,0.86,-0.038684718310800004,,,,0.8699999999999999,0.0232108309865,,,,0.8600000000000003,0.0232108309865,,,
0.88,-0.007736943662170001,0.0005145,0.106830208333,1.8478264853400002,0.8799999999999999,-0.007736943662170001,,,,0.87,-0.007736943662170001,,,,0.8799999999999999,0.0232108309865,,,,0.8700000000000003,-0.007736943662170001,,,
0.89,-0.007736943662170001,,,,0.8899999999999999,0.0232108309865,0.0053165,0.164949652778,1.67430844907,0.88,-0.007736943662170001,,,,0.8899999999999999,0.0232108309865,,,,0.8800000000000003,0.0232108309865,0.000686,0.0362055555556,1.4394222608000002
0.9,-0.007736943662170001,,,,0.8999999999999999,0.0232108309865,,,,0.89,-0.007736943662170001,0.0005145,0.11195138888900001,1.8297964891999998,0.8999999999999999,0.0232108309865,0.0125195,0.21413680555599998,1.16310016397,0.8900000000000003,0.0232108309865,,,
0.91,-0.007736943662170001,,,,0.9099999999999999,0.0232108309865,,,,0.9,-0.007736943662170001,,,,0.9099999999999999,-0.007736943662170001,,,,0.9000000000000004,0.0232108309865,,,
0.92,-0.007736943662170001,0.0090895,0.20448993055599998,1.45075303819,0.9199999999999999,0.054158605635199995,,,,0.91,-0.007736943662170001,,,,0.9199999999999999,0.0232108309865,,,,0.9100000000000004,0.0232108309865,,,
0.93,-0.007736943662170001,,,,0.9299999999999999,0.0232108309865,0.016121,0.233787847222,1.19477671682,0.92,-0.007736943662170001,,,,0.9299999999999999,-0.007736943662170001,,,,0.9200000000000004,0.054158605635199995,0.0018865,0.130054166667,1.72153380594
0.94,0.0232108309865,,,,0.94,0.0232108309865,,,,0.93,-0.007736943662170001,0.0097755,0.207467361111,1.3932720871899997,0.94,-0.007736943662170001,0.022981,0.22664201388900002,0.548426167052,0.9300000000000002,-0.007736943662170001,,,
0.95,-0.007736943662170001,,,,0.95,0.0232108309865,,,,0.9400000000000001,-0.007736943662170001,,,,0.95,0.0232108309865,,,,0.9400000000000002,-0.007736943662170001,,,
0.96,-0.007736943662170001,0.0200655,0.233787847222,0.7503125,0.96,0.0232108309865,,,,0.9500000000000001,-0.007736943662170001,,,,0.96,0.0232108309865,,,,0.9500000000000002,-0.007736943662170001,,,
0.97,-0.007736943662170001,,,,0.97,0.0232108309865,0.025725,0.261061111111,0.65098210841,0.9600000000000001,-0.007736943662170001,,,,0.97,-0.007736943662170001,,,,0.9600000000000002,0.0232108309865,0.011662,0.21163576388900002,1.1845211226899999
0.98,-0.007736943662170001,,,,0.98,0.0232108309865,,,,0.9700000000000001,-0.007736943662170001,0.0204085,0.231644097222,0.739891493056,0.98,-0.007736943662170001,0.030527,0.233787847222,0.434952980324,0.9700000000000002,0.0232108309865,,,
0.99,-0.007736943662170001,,,,0.9899999999999999,0.0232108309865,,,,0.98,-0.007736943662170001,,,,0.99,-0.007736943662170001,,,,0.9800000000000002,0.0232108309865,,,
1.0,-0.007736943662170001,0.028297500000000003,0.243553819444,0.46133632330200003,0.9999999999999999,0.0232108309865,,,,0.99,-0.007736943662170001,,,,1.0,-0.007736943662170001,,,,0.9900000000000002,0.0232108309865,,,
1.01,-0.007736943662170001,,,,1.0099999999999998,-0.007736943662170001,0.037387000000000004,0.273685416667,0.37126904899700003,1.0,-0.007736943662170001,,,,1.01,-0.007736943662170001,,,,1.0000000000000002,0.0232108309865,0.021952,0.22557013888900002,0.581177903164
1.02,-0.007736943662170001,,,,1.02,0.0232108309865,,,,1.01,-0.007736943662170001,0.028469,0.24534027777800002,0.514185715664,1.02,-0.007736943662170001,0.0406455,0.258560069444,0.444960455247,1.0100000000000002,0.0232108309865,,,
1.03,-0.007736943662170001,,,,1.0299999999999998,0.0232108309865,,,,1.02,-0.007736943662170001,,,,1.0299999999999998,0.0232108309865,,,,1.0200000000000002,0.0232108309865,,,
1.04,-0.007736943662170001,0.038758999999999995,0.26380034722199996,0.382847945602,1.04,0.0232108309865,,,,1.03,-0.038684718310800004,,,,1.0399999999999998,0.0232108309865,,,,1.0300000000000002,0.0232108309865,,,
1.05,-0.007736943662170001,,,,1.0499999999999998,0.054158605635199995,0.0475055,0.284285069444,0.281284481096,1.04,-0.007736943662170001,,,,1.0499999999999998,0.054158605635199995,,,,1.0400000000000003,0.0232108309865,0.029669499999999998,0.23295416666700003,0.490118152006
1.06,-0.007736943662170001,,,,1.06,0.0232108309865,,,,1.05,-0.007736943662170001,0.0392735,0.268564236111,0.42990788966000004,1.0599999999999998,0.0232108309865,0.0516215,0.276305555556,0.34893831983,1.0500000000000003,0.0232108309865,,,
1.07,-0.007736943662170001,,,,1.0699999999999998,0.0232108309865,,,,1.06,0.0232108309865,,,,1.0699999999999998,-0.007736943662170001,,,,1.0600000000000003,0.0232108309865,,,
1.08,0.0232108309865,0.0499065,0.274757291667,0.34910373263899996,1.08,0.0232108309865,,,,1.07,-0.007736943662170001,,,,1.0799999999999998,0.0232108309865,,,,1.0700000000000003,0.054158605635199995,,,
1.09,-0.007736943662170001,,,,1.0899999999999999,0.0232108309865,0.060025,0.29702847222199996,0.21801408179,1.08,-0.007736943662170001,,,,1.0899999999999999,0.0232108309865,,,,1.0800000000000003,0.054158605635199995,0.0392735,0.262966666667,0.494418885031
1.1,-0.007736943662170001,,,,1.1,0.0232108309865,,,,1.09,-0.007736943662170001,0.050421,0.282975,0.329006076389,1.0999999999999999,0.0232108309865,0.063112,0.286428819444,0.24348765432100003,1.0900000000000003,0.0232108309865,,,
1.11,-0.007736943662170001,,,,1.1099999999999999,0.054158605635199995,,,,1.1,-0.007736943662170001,,,,1.1099999999999999,0.0232108309865,,,,1.1000000000000003,0.0232108309865,,,
1.12,-0.007736943662170001,0.060539499999999996,0.290239930556,0.348028549383,1.1199999999999999,0.0232108309865,,,,1.1099999999999999,-0.007736943662170001,,,,1.1199999999999999,-0.007736943662170001,,,,1.1100000000000003,0.0232108309865,,,
1.13,-0.007736943662170001,,,,1.13,-0.007736943662170001,0.071687,0.300839583333,0.18807436342599998,1.12,-0.007736943662170001,,,,1.13,0.0232108309865,,,,1.1200000000000003,0.054158605635199995,0.0512785,0.282498611111,0.32999855324099997
1.14,-0.007736943662170001,,,,1.14,-0.007736943662170001,,,,1.13,-0.007736943662170001,0.062083000000000006,0.293574652778,0.25597632137299997,1.14,0.0232108309865,0.0746025,0.292860069444,0.198908902392,1.1300000000000003,0.0232108309865,,,
1.15,-0.007736943662170001,,,,1.15,0.0232108309865,,,,1.1400000000000001,-0.007736943662170001,,,,1.15,-0.007736943662170001,,,,1.1400000000000003,0.0232108309865,,,
1.16,-0.007736943662170001,0.073059,0.30560347222199996,0.284261911651,1.16,0.0232108309865,,,,1.15,-0.007736943662170001,,,,1.16,0.0232108309865,,,,1.1500000000000004,0.0232108309865,,,
1.17,0.0232108309865,,,,1.17,0.0232108309865,0.0838635,0.309414583333,0.220412567515,1.1600000000000001,0.0232108309865,,,,1.17,0.0232108309865,,,,1.1600000000000004,0.0232108309865,0.0625975,0.286667013889,0.21214192708299998
1.18,-0.007736943662170001,,,,1.18,-0.007736943662170001,,,,1.17,-0.007736943662170001,0.0739165,0.302030555556,0.21842761381200002,1.18,0.0232108309865,0.086436,0.301077777778,0.20130738811700002,1.1700000000000004,-0.007736943662170001,,,
1.19,-0.007736943662170001,,,,1.19,-0.007736943662170001,,,,1.1800000000000002,-0.007736943662170001,,,,1.19,0.0232108309865,,,,1.1800000000000002,0.054158605635199995,,,
1.2,-0.007736943662170001,0.08540700000000001,0.312392013889,0.239683159722,1.2,0.0232108309865,,,,1.19,-0.007736943662170001,,,,1.2,0.0232108309865,,,,1.1900000000000002,0.054158605635199995,,,
1.21,-0.007736943662170001,,,,1.21,-0.007736943662170001,0.09638300000000001,0.318823263889,0.259284577546,1.2000000000000002,-0.007736943662170001,,,,1.21,0.054158605635199995,,,,1.2000000000000002,0.0232108309865,0.0739165,0.294408333333,0.203044222608
1.22,0.0232108309865,,,,1.22,-0.007736943662170001,,,,1.21,-0.007736943662170001,0.0862645,0.310248263889,0.21247275270100002,1.22,0.0232108309865,0.098784,0.307866319444,0.24431471836399998,1.2100000000000002,0.0232108309865,,,
1.23,-0.007736943662170001,,,,1.23,0.0232108309865,,,,1.2200000000000002,-0.007736943662170001,,,,1.23,0.0232108309865,,,,1.2200000000000002,0.0232108309865,,,
1.24,-0.007736943662170001,0.0979265,0.321324305556,0.273675491898,1.24,0.0232108309865,,,,1.23,-0.038684718310800004,,,,1.24,0.054158605635199995,,,,1.2300000000000002,0.0232108309865,,,
1.25,-0.007736943662170001,,,,1.25,0.0232108309865,0.109417,0.329422916667,0.314367042824,1.24,-0.007736943662170001,,,,1.25,0.0232108309865,,,,1.2400000000000002,0.0232108309865,0.08609299999999999,0.303102430556,0.21379605517
1.26,-0.007736943662170001,,,,1.26,-0.007736943662170001,,,,1.25,0.0232108309865,0.098784,0.317394097222,0.252254533179,1.26,0.0232108309865,0.1109605,0.318465972222,0.331073736497,1.2500000000000002,0.0232108309865,,,
1.27,-0.007736943662170001,,,,1.27,0.0232108309865,,,,1.26,-0.007736943662170001,,,,1.27,0.0232108309865,,,,1.2600000000000002,0.054158605635199995,,,
1.28,-0.007736943662170001,0.1109605,0.334067708333,0.316848234954,1.28,-0.007736943662170001,,,,1.27,-0.007736943662170001,,,,1.2799999999999998,0.0232108309865,,,,1.2700000000000002,0.0232108309865,,,
1.29,0.0232108309865,,,,1.29,-0.007736943662170001,0.1226225,0.34264270833300003,0.374494598765,1.28,-0.007736943662170001,,,,1.2899999999999998,-0.007736943662170001,,,,1.2800000000000002,0.0232108309865,0.09826950000000001,0.31084375,0.247953800154
1.3,-0.007736943662170001,,,,1.2999999999999998,0.0232108309865,,,,1.29,-0.007736943662170001,0.111475,0.329780208333,0.304855806327,1.2999999999999998,0.0232108309865,0.1239945,0.335020486111,0.384253954475,1.2900000000000003,0.054158605635199995,,,
1.31,-0.007736943662170001,,,,1.3099999999999998,0.054158605635199995,,,,1.3,-0.007736943662170001,,,,1.3099999999999998,-0.007736943662170001,,,,1.3000000000000003,0.054158605635199995,,,
1.32,-0.007736943662170001,0.1246805,0.34693020833300003,0.34108121142,1.3199999999999998,-0.007736943662170001,,,,1.31,-0.007736943662170001,,,,1.3199999999999998,0.0232108309865,,,,1.3100000000000003,0.054158605635199995,,,
1.33,-0.007736943662170001,,,,1.3299999999999998,0.054158605635199995,0.1363425,0.36491388888899995,0.303697916667,1.32,-0.007736943662170001,,,,1.3299999999999998,0.0232108309865,,,,1.3200000000000003,0.0232108309865,0.11078900000000001,0.322396180556,0.29087842399700004
1.34,-0.007736943662170001,,,,1.3399999999999999,0.0232108309865,,,,1.33,-0.007736943662170001,0.125195,0.342047222222,0.32768277391999995,1.3399999999999999,0.0232108309865,0.137543,0.35526701388899995,0.294765625,1.3300000000000003,0.0232108309865,,,
1.35,-0.007736943662170001,,,,1.3499999999999999,-0.007736943662170001,,,,1.34,-0.007736943662170001,,,,1.3499999999999999,0.054158605635199995,,,,1.3400000000000003,0.054158605635199995,,,
1.36,-0.007736943662170001,0.1384005,0.365271180556,0.266893566744,1.3599999999999999,0.0232108309865,,,,1.35,0.0232108309865,,,,1.3599999999999999,0.0232108309865,,,,1.3500000000000003,0.054158605635199995,,,
1.37,0.0232108309865,,,,1.3699999999999999,0.0232108309865,0.1524635,0.37265520833300003,0.10867621527799999,1.36,-0.007736943662170001,,,,1.3699999999999999,0.0232108309865,,,,1.3600000000000003,0.0232108309865,0.1239945,0.335258680556,0.315194106867
1.38,0.054158605635199995,,,,1.38,0.0232108309865,,,,1.37,-0.007736943662170001,0.1384005,0.360983680556,0.240758342978,1.38,0.054158605635199995,0.152978,0.36265104166699996,0.115623553241,1.3700000000000003,-0.007736943662170001,,,
1.39,0.0232108309865,,,,1.39,0.0232108309865,,,,1.3800000000000001,-0.007736943662170001,,,,1.39,0.054158605635199995,,,,1.3800000000000003,-0.007736943662170001,,,
1.4,0.0232108309865,0.15435,0.37277430555600005,0.09850332754629999,1.4,0.0232108309865,,,,1.3900000000000001,-0.007736943662170001,,,,1.4,-0.007736943662170001,,,,1.3900000000000003,-0.007736943662170001,,,
1.41,0.0232108309865,,,,1.41,0.054158605635199995,0.166698,0.367772222222,0.0397817804784,1.4000000000000001,0.0232108309865,,,,1.41,0.0232108309865,,,,1.4000000000000004,0.054158605635199995,0.1377145,0.347525694444,0.33727671682099997
