duration,start_time,end_time,peak_force,threshold,threshold_fraction
0.29000000000000004,3.8,4.09,5.368519125024093,0.05368519125024093,0.01
0.2799999999999998,3.81,4.09,5.368519125024093,0.1610555737507228,0.03
0.27,3.81,4.08,5.368519125024093,0.2684259562512047,0.05
0.25000000000000044,3.82,4.07,5.368519125024093,0.5368519125024094,0.1
