"Run 5: Time (s)","Run 5: Force (N)","Run 5: Position (m)","Run 5: Velocity (m/s)","Run 5: Acceleration (m/s²)","Run 1: Time (s)","Run 1: Force (N)","Run 1: Position (m)","Run 1: Velocity (m/s)","Run 1: Acceleration (m/s²)","Run 2: Time (s)","Run 2: Force (N)","Run 2: Position (m)","Run 2: Velocity (m/s)","Run 2: Acceleration (m/s²)","Run 3: Time (s)","Run 3: Force (N)","Run 3: Position (m)","Run 3: Velocity (m/s)","Run 3: Acceleration (m/s²)","Run 4: Time (s)","Run 4: Force (N)","Run 4: Position (m)","Run 4: Velocity (m/s)","Run 4: Acceleration (m/s²)"
1.12,1.27079682238,0.760088,0.559876041667,0.185345052083,1.12,1.08897864632,0.3613505,0.375989930556,0.0951123649691,1.12,1.17988773435,0.317961,0.349907638889,0.267720630787,1.12,1.02708309703,0.276801,0.320371527778,0.304773099923,1.12,1.05803087167,0.274743,0.316679513889,0.362005931713
1.13,1.27079682238,,,,1.13,1.11799218506,,,,1.13,1.210835509,,,,1.13,1.02708309703,,,,1.13,1.05803087167,,,
1.14,1.27079682238,,,,1.14,1.11799218506,,,,1.14,1.23984904774,,,,1.14,1.02708309703,,,,1.14,1.05803087167,,,
1.15,1.27079682238,,,,1.15,1.1489399597,,,,1.15,1.23984904774,,,,1.15,1.02708309703,,,,1.15,1.05803087167,,,
1.16,1.27079682238,0.782383,0.569165625,0.228435088735,1.16,1.1489399597,0.3764425,0.383373958333,0.162931616512,1.16,1.210835509,0.3321955,0.356815277778,0.255480082948,1.16,1.02708309703,0.2900065,0.332400347222,0.227608024691,1.16,1.05803087167,0.28812,0.334186805556,0.31850236304
1.17,1.27079682238,,,,1.17,1.1489399597,,,,1.17,1.1489399597,,,,1.17,1.05803087167,,,,1.17,1.08897864632,,,
1.18,1.30174459703,,,,1.18,1.1489399597,,,,1.18,1.1489399597,,,,1.18,1.05803087167,,,,1.18,1.05803087167,,,
1.19,1.27079682238,,,,1.19,1.1489399597,,,,1.19,1.1489399597,,,,1.19,1.08897864632,,,,1.19,1.08897864632,,,
1.2,1.27079682238,0.8055355,0.580241666667,0.215946421682,1.2,1.1489399597,0.392049,0.390996180556,0.20155550733,1.2,1.11799218506,0.346087,0.372178819444,0.211397569444,1.2,1.11799218506,0.3037265,0.337045138889,0.19311945409,1.2,1.08897864632,0.3020115,0.341570833333,0.29112654321
1.21,1.27079682238,,,,1.21,1.1489399597,,,,1.21,1.11799218506,,,,1.21,1.11799218506,,,,1.21,1.05803087167,,,
1.22,1.23984904774,,,,1.22,1.1489399597,,,,1.22,1.11799218506,,,,1.22,1.1489399597,,,,1.22,1.08897864632,,,
1.23,1.210835509,,,,1.23,1.1489399597,,,,1.23,1.08897864632,,,,1.23,1.17988773435,,,,1.23,1.05803087167,,,
1.24,1.210835509,0.829031,0.586434722222,0.199405140818,1.24,1.1489399597,0.4076555,0.400643055556,0.21553288966,1.24,1.1489399597,0.3627225,0.372417013889,0.194938994985,1.24,1.17988773435,0.316932,0.343476388889,0.24902898341,1.24,1.08897864632,0.315217,0.35371875,0.321810619213
1.25,1.27079682238,,,,1.25,1.1489399597,,,,1.25,1.1489399597,,,,1.25,1.17988773435,,,,1.25,1.08897864632,,,
1.26,1.27079682238,,,,1.26,1.11799218506,,,,1.26,1.1489399597,,,,1.26,1.1489399597,,,,1.26,1.08897864632,,,
1.27,1.27079682238,,,,1.27,1.1489399597,,,,1.27,1.17988773435,,,,1.27,1.1489399597,,,,1.27,1.08897864632,,,
1.28,1.27079682238,0.852355,0.594652430556,0.213299816744,1.28,1.11799218506,0.4241195,0.409813541667,0.199322434414,1.28,1.1489399597,0.3754135,0.382182986111,0.288314525463,1.28,1.11799218506,0.3308235,0.356696180556,0.309487364969,1.28,1.05803087167,0.3297945,0.373488888889,0.227029079861
1.29,1.30174459703,,,,1.29,1.1489399597,,,,1.29,1.1489399597,,,,1.29,1.11799218506,,,,1.29,1.05803087167,,,
1.3,1.27079682238,,,,1.3,1.1489399597,,,,1.3,1.210835509,,,,1.3,1.1489399597,,,,1.3,1.08897864632,,,
1.31,1.27079682238,,,,1.31,1.1489399597,,,,1.31,1.1489399597,,,,1.31,1.1489399597,,,,1.31,1.05803087167,,,
1.32,1.27079682238,0.8765365,0.604061111111,0.21553288966,1.32,1.1489399597,0.440755,0.413148263889,0.261021412037,1.32,1.1489399597,0.392735,0.402905902778,0.227525318287,1.32,1.17988773435,0.3452295,0.375275347222,0.232156876929,1.32,1.08897864632,0.3459155,0.376704513889,0.05359375
1.33,1.27079682238,,,,1.33,1.1489399597,,,,1.33,1.11799218506,,,,1.33,1.1489399597,,,,1.33,1.08897864632,,,
1.34,1.30174459703,,,,1.34,1.1489399597,,,,1.34,1.08897864632,,,,1.34,1.1489399597,,,,1.34,1.08897864632,,,
1.35,1.27079682238,,,,1.35,1.1489399597,,,,1.35,1.08897864632,,,,1.35,1.1489399597,,,,1.35,1.05803087167,,,
