"Latest: Time (s)","Latest: Force (N)","Latest: Position (m)","Latest: Velocity (m/s)","Latest: Acceleration (m/s²)","Run 1: Time (s)","Run 1: Force (N)","Run 1: Position (m)","Run 1: Velocity (m/s)","Run 1: Acceleration (m/s²)","Run 2: Time (s)","Run 2: Force (N)","Run 2: Position (m)","Run 2: Velocity (m/s)","Run 2: Acceleration (m/s²)","Run 3: Time (s)","Run 3: Force (N)","Run 3: Position (m)","Run 3: Velocity (m/s)","Run 3: Acceleration (m/s²)","Run 4: Time (s)","Run 4: Force (N)","Run 4: Position (m)","Run 4: Velocity (m/s)","Run 4: Acceleration (m/s²)"
0.05,-0.560928415507,-0.002058,0.029155,0.159029197531,0.05,-0.104448739439,-0.0001715,0,0,0.05,-0.439071552828,-0.0008575,0.0177216666667,0.0752270987654,0.05,-0.49903286621,-0.001029,0.000952777777778,0.0140693518519,0.05,-0.49903286621,0.001029,-0.0209611111111,0.176549722222
0.1,-0.560928415507,-0.0015435,0.0440183333333,-0.0557322067901,0.1,0.0793036725372,-0.0001715,0,0,0.1,-0.470019327477,0,0.0202941666667,0.0535566975309,0.1,-0.49903286621,-0.001029,0.00176263888889,0.0117350462963,0.1,-0.49903286621,-0.0001715,-0.0146251388889,0.228222037037
0.15,-0.560928415507,0.002744,0.0416745,-0.361896759259,0.15,-0.0135396514088,-0.0001715,0,6.35185185185E-05,0.15,-0.439071552828,0.0001715,0.0312701666667,-0.0711407407407,0.15,-0.529980640858,-0.0008575,0.00245816666667,0.00789217592593,0.15,-0.49903286621,-0.0012005,0.000800333333333,0.233827546296
0.2,-0.560928415507,0.005145,0.000952777777778,-0.52649441358,0.2,0.139264985919,-0.0001715,0,0.000317592592593,0.2,-0.470019327477,0.0042875,0.0216280555556,-0.311547746914,0.2,-0.49903286621,-0.000686,0.00181027777778,0.0128254475309,0.2,-0.49903286621,-0.000343,0.0156255555556,0.11575720679
0.25,-0.560928415507,0.002744,-0.0376347222222,-0.221690216049,0.25,0.139264985919,-0.0001715,0,0.00243487654321,0.25,-0.439071552828,0.0036015,-0.00971833333333,-0.361610925926,0.25,-0.49903286621,-0.0008575,0.00371583333333,0.0163083796296,0.25,-0.529980640858,0.0005145,0.0247722222222,-0.199696929012
0.3,-0.560928415507,-0.001715,-0.0237241666667,0.167297191358,0.3,0.10831721127,-0.0001715,9.52777777778E-05,0.00905138888889,0.3,-0.439071552828,0.002744,-0.0303936111111,-0.11831382716,0.3,-0.49903286621,-0.000343,0.00552611111111,-0.00650006172839,0.3,-0.49903286621,0.004802,-0.0114333333333,-0.364670401235
0.35,-0.560928415507,0.0001715,-0.00152444444444,0.290014969136,0.35,0.0483558978885,-0.0001715,0.000285833333333,0.0314416666667,0.35,-0.439071552828,-0.001029,-0.0221044444444,0.155990895062,0.35,-0.49903286621,0.0001715,0.00142916666667,-0.00889259259259,0.35,-0.49903286621,-0.0012005,-0.0379205555556,-0.0583311728395
0.4,-0.560928415507,0.0001715,-0.00333472222222,0.573942746914,0.4,-0.0735009647906,-0.0001715,0.00266777777778,0.0553669753086,0.4,-0.377176003531,0,-0.00228666666667,0.248886728395,0.4,-0.529980640858,-0.0005145,0.000762222222222,0.0417634259259,0.4,-0.49903286621,-0.0018865,-0.0143869444444,0.244758024691
0.45,-0.560928415507,-0.0018865,0.0306794444444,1.2435337963,0.45,-0.0735009647906,0,0.00571666666667,0.0623010802469,0.45,-0.439071552828,0,0.00152444444444,0.395773302469,0.45,-0.529980640858,-0.000686,0.0144822222222,-0.0393285493827,0.45,-0.529980640858,-0.001715,-0.00133388888889,0.393444290123
0.5,-0.560928415507,-0.000686,0.134532222222,1.63459614198,0.5,-0.104448739439,-0.0001715,0.0162925,-0.0511853395062,0.5,-0.348162464797,0,0.0157208333333,0.906038734568,0.5,-0.49903286621,0.0029155,-0.00362055555556,-0.0939544753086,0.5,-0.49903286621,-0.001715,0.0155302777778,0.707172839506
0.55,-0.560928415507,0.0121765,0.230858055556,1.33394182099,0.55,-0.0135396514088,0.003087,0.00219138888889,-0.172399845679,0.55,-0.377176003531,-0.0015435,0.0872744444444,1.466325,0.55,-0.529980640858,-0.0015435,-0.0111475,0.116238888889,0.55,-0.49903286621,-0.0012005,0.0551658333333,1.22738950617
0.6,-0.529980640858,0.0252105,0.276686666667,0.795357716049,0.6,0.0483558978885,0.000343,-0.0161019444444,-0.0221785493827,0.6,-0.408123778179,0.0070315,0.191794166667,1.4705595679,0.6,-0.529980640858,0,0.0119097222222,0.230783950617,0.6,-0.529980640858,0.0008575,0.148252222222,1.53407808642
0.65,-0.560928415507,0.0406455,0.299076944444,0.405936265432,0.65,0.0483558978885,-0.0001715,-0.00381111111111,0.181662962963,0.65,-0.408123778179,0.0200655,0.254772777778,1.04292114198,0.65,-0.49903286621,-0.0001715,0.0295361111111,0.0287421296296,0.65,-0.529980640858,0.0138915,0.238575555556,1.26793549383
0.7,-0.560928415507,0.0550515,0.313178055556,0.129154320988,0.7,-0.0735009647906,-0.000343,0.0124813888889,0.187591358025,0.7,-0.439071552828,0.033614,0.292693333333,0.602631944444,0.7,-0.529980640858,0.004116,0.0250580555556,-0.338341975309,0.7,-0.529980640858,0.02744,0.280688333333,0.819971141975
0.75,-0.560928415507,0.072716,0.312415833333,-0.0852206790123,0.75,-0.226305602118,0.0008575,0.0312511111111,-0.0849030864198,0.75,-0.408123778179,0.0499065,0.310129166667,0.250421759259,0.75,-0.529980640858,0.004802,-0.022295,-0.370260030864,0.75,-0.49903286621,0.041846,0.313845,0.44849367284
0.8,-0.560928415507,0.087465,0.292121666667,-0.0454686728395,0.8,-0.104448739439,0.005831,-0.00114333333333,-0.277999382716,0.8,-0.439071552828,0.0649985,0.316322222222,-0.0130212962963,0.8,-0.49903286621,0,-0.0367772222222,0.0590722222222,0.8,-0.49903286621,0.059339,0.329851666667,0.0594427469136
0.85,-0.560928415507,0.100499,0.296980833333,0.201618364198,0.85,-0.104448739439,-0.0001715,-0.02058,-0.0654240740741,0.85,-0.470019327477,0.0828345,0.300220277778,-0.0775455246914,0.85,-0.49903286621,-0.0012005,-0.00762222222222,0.359991203704,0.85,-0.529980640858,0.0770035,0.308890555556,-0.083262191358
0.9,-0.560928415507,0.116277,0.319085277778,0.342417746914,0.9,0.0483558978885,0.001029,0.00400166666667,-0.00725169753087,0.9,-0.439071552828,0.0944965,0.293550833333,0.141116975309,0.9,-0.49903286621,0,0.0134341666667,0.386668981481,0.9,-0.49903286621,0.0893515,0.302125833333,0.13460632716
0.95,-0.560928415507,0.132741,0.338426666667,0.343793981481,0.95,-0.0425531901419,0.0029155,-0.0122908333333,-0.0628304012346,0.95,-0.470019327477,0.110446,0.317941944444,0.314310802469,0.95,-0.49903286621,0,0.0386827777778,0.193043364198,0.95,-0.49903286621,0.1054725,0.32585,0.319074691358
1,-0.560928415507,0.150234,0.355386111111,0.286891975309,1,-0.164410052821,-0.000343,-0.0209611111111,0.16805941358,1,-0.408123778179,0.12691,0.334615555556,0.31986867284,1,-0.49903286621,0.004802,0.0382063888889,-0.140905246914,1,-0.49903286621,0.122451,0.344333888889,0.326114660494
1.05,-0.560928415507,0.1685845,0.365961944444,0.242799537037,1.05,-0.164410052821,-0.0012005,0.00304888888889,0.376241358025,1.05,-0.408123778179,0.14406,0.349764722222,0.306794444444,1.05,-0.49903286621,0.003773,0.0320133333333,-0.542554012346,1.05,-0.49903286621,0.1401155,0.360054722222,0.27826404321
1.1,-0.560928415507,0.1867635,0.3773,0.240893981481,1.1,-0.135396514088,-0.0008575,0.0395402777778,0.168747530864,1.1,-0.439071552828,0.161896,0.363865833333,0.305206481481,1.1,-0.49903286621,0.0114905,-0.0311558333333,-0.622799074074,1.1,-0.49903286621,0.1586375,0.370821111111,0.242746604938
1.15,-0.560928415507,0.206143,0.390924722222,0.228825462963,1.15,-0.226305602118,0.004802,0.0372536111111,-0.336965740741,1.15,-0.408123778179,0.180418,0.378633888889,0.323468055556,1.15,-0.49903286621,-0.0008575,-0.0674566666667,-0.027312962963,1.15,-0.49903286621,0.1771595,0.381968611111,0.256350154321
1.2,-0.560928415507,0.226037,0.401405277778,0.203523919753,1.2,-0.164410052821,0.005488,-0.0119097222222,-0.512594444444,1.2,-0.439071552828,0.199283,0.4004525,0.257991049383,1.2,-0.529980640858,0,-0.0204847222222,0.411017746914,1.2,-0.49903286621,0.1967105,0.396260277778,0.270430092593
1.25,-0.560928415507,0.2464455,0.409313333333,0.21950941358,1.25,-0.0735009647906,0.0025725,-0.0435419444444,-0.145404475309,1.25,-0.470019327477,0.2210635,0.409980277778,0.100729783951,1.25,-0.49903286621,0,-0.0110522222222,0.626768981481,1.25,-0.49903286621,0.216776,0.409789722222,0.2615375
1.3,-0.560928415507,0.266854,0.420270277778,0.289538580247,1.3,-0.104448739439,-0.001715,-0.0246769444444,0.236130092593,1.3,-0.470019327477,0.2409575,0.406931388889,0.0246663580247,1.3,-0.49903286621,-0.0018865,0.0221997222222,1.12041373457,1.3,-0.49903286621,0.237356,0.427606666667,0.17022962963
1.35,-0.560928415507,0.28812,0.437896666667,0.356233024691,1.35,-0.19535782747,0,0.000190555555556,0.318915895062,1.35,-0.470019327477,0.2618805,0.402834444444,0.130107098765,1.35,-0.49903286621,-0.000686,0.104138611111,1.49924876543,1.35,-0.49903286621,0.26068,0.426082222222,0.106711111111
1.4,-0.529980640858,0.3102435,0.461716111111,0.315157716049,1.4,-0.2862669155,0,0.00390638888889,0.476177160494,1.4,-0.439071552828,0.2804025,0.414267777778,0.336859876543,1.4,-0.49903286621,0.0080605,0.1980825,1.38867361111,1.4,-0.49903286621,0.279888,0.427130277778,0.239306018519
1.45,-0.560928415507,0.3349395,0.473911666667,0.196960339506,1.45,-0.19535782747,0,0.0212469444444,1.06054753086,1.45,-0.470019327477,0.302183,0.4459,0.380052469136,1.45,-0.49903286621,0.0210945,0.256868888889,0.95780632716,1.45,-0.49903286621,0.302183,0.449139444444,0.386245524691
1.5,-0.560928415507,0.3582635,0.475817222222,0.16636558642,1.5,-0.164410052821,-0.0018865,0.110522222222,1.59129768519,1.5,-0.470019327477,0.3260215,0.460858611111,0.266407253086,1.5,-0.49903286621,0.034643,0.291454722222,0.524980555556,1.5,-0.529980640858,0.3246495,0.474578611111,0.381269907407
1.55,-0.529980640858,0.3819305,0.485821388889,0.210987345679,1.55,-0.0135396514088,0.0101185,0.218471944444,1.41026990741,1.55,-0.470019327477,0.348831,0.466956388889,0.223002932099,1.55,-0.529980640858,0.0509355,0.306222777778,0.177163734568,1.55,-0.49903286621,0.350203,0.492109722222,0.270800617284
1.6,-0.560928415507,0.4062835,0.504114722222,0.148051080247,1.6,-0.0735009647906,0.0231525,0.269921944444,0.836115432099,1.6,-0.49903286621,0.372155,0.4793425,0.233695216049,1.6,-0.529980640858,0.0663705,0.299648611111,0.0451510802469,1.6,-0.529980640858,0.3743845,0.497731111111,0.209611111111
1.65,-0.560928415507,0.433552,0.502971388889,0.054837654321,1.65,-0.0735009647906,0.038416,0.291454722222,0.393497222222,1.65,-0.470019327477,0.3963365,0.497635833333,0.139370216049,1.65,-0.49903286621,0.0804335,0.300220277778,0.129366049383,1.65,-0.49903286621,0.399252,0.513833055556,0.150750617284
1.7,-0.560928415507,0.4567045,0.499636666667,0.13121867284,1.7,-0.104448739439,0.0526505,0.297171388889,0.184627160494,1.7,-0.470019327477,0.423262,0.494110555556,0.0421339506173,1.7,-0.49903286621,0.095697,0.313178055556,0.226337654321,1.7,-0.49903286621,0.4268635,0.512118055556,0.116344753086
1.75,-0.560928415507,0.4824295,0.514595277778,0.242429012346,1.75,-0.0425531901419,0.067571,0.309462222222,0.0539907407407,1.75,-0.470019327477,0.4457285,0.490680555556,0.135559104938,1.75,-0.529980640858,0.111818,0.326993333333,0.253438888889,1.75,-0.560928415507,0.450016,0.518311111111,0.19849537037
1.8,-0.529980640858,0.508326,0.528505833333,0.280116666667,1.8,-0.135396514088,0.0848925,0.300601388889,0.00185262345679,1.8,-0.470019327477,0.4711105,0.50764,0.239411882716,1.8,-0.529980640858,0.1284535,0.340236944444,0.237294598765,1.8,-0.49903286621,0.477799,0.537843055556,0.18865
1.85,-0.529980640858,0.5352515,0.544226666667,0.27699367284,1.85,-0.226305602118,0.097412,0.296695,0.18563287037,1.85,-0.470019327477,0.4968355,0.5205025,0.248145679012,1.85,-0.529980640858,0.1459465,0.350908055556,0.213581018519,1.85,-0.529980640858,0.504896,0.540891944444,0.122696604938
1.9,-0.560928415507,0.562863,0.556898611111,0.25423287037,1.9,-0.2862669155,0.1130185,0.320514444444,0.347181635802,1.9,-0.49903286621,0.5232465,0.532983888889,0.234330401235,1.9,-0.49903286621,0.163611,0.360245277778,0.220462191358,1.9,-0.49903286621,0.531993,0.542321111111,0.175628703704
1.95,-0.529980640858,0.590989,0.568713055556,0.254497530864,1.95,-0.255319140851,0.1298255,0.339665277778,0.356444753086,1.95,-0.470019327477,0.550172,0.543559722222,0.221150308642,1.95,-0.529980640858,0.1819615,0.370916388889,0.26238441358,1.95,-0.529980640858,0.558061,0.559566388889,0.222844135802
2,-0.560928415507,0.619801,0.580336944444,0.290067901235,2,-0.164410052821,0.146804,0.361483888889,0.263813580247,2,-0.470019327477,0.577612,0.554040277778,0.234912654321,2,-0.49903286621,0.2004835,0.385779722222,0.299966203704,2,-0.49903286621,0.588588,0.568903611111,0.212416512346
2.05,-0.560928415507,0.6487845,0.596343611111,0.338977160494,2.05,-0.226305602118,0.167041,0.365009166667,0.186903240741,2.05,-0.470019327477,0.6055665,0.565759444444,0.271541666667,2.05,-0.560928415507,0.2200345,0.407121944444,0.225755401235,2.05,-0.529980640858,0.615342,0.573191111111,0.312722839506
2.1,-0.560928415507,0.6789685,0.619305555556,0.29456712963,2.1,-0.348162464797,0.1833335,0.368534444444,0.299172222222,2.1,-0.470019327477,0.6340355,0.580432222222,0.309811574074,2.1,-0.49903286621,0.2419865,0.414077222222,0.0714583333333,2.1,-0.49903286621,0.6443255,0.6028225,0.354962654321
2.15,-0.560928415507,0.711382,0.630453055556,0.170600154321,2.15,-0.19535782747,0.2021985,0.399404444444,0.327755555556,2.15,-0.470019327477,0.6631905,0.601202777778,0.263919444444,2.15,-0.529980640858,0.2625665,0.403501388889,0.109622376543,2.15,-0.49903286621,0.676396,0.619115,0.222050154321
2.2,-0.560928415507,0.742595,0.63112,0.136247222222,2.2,-0.408123778179,0.2241505,0.414267777778,0.143128395062,2.2,-0.470019327477,0.6947465,0.611302222222,0.141540432099,2.2,-0.529980640858,0.2810885,0.4141725,0.331566666667,2.2,-0.49903286621,0.7070945,0.621306388889,0.144769290123
2.25,-0.560928415507,0.7739795,0.639599722222,0.186162191358,2.25,-0.348162464797,0.2447305,0.410266111111,0.0277893518518,2.25,-0.470019327477,0.7249305,0.610444722222,0.103958641975,2.25,-0.529980640858,0.3026975,0.446948055556,0.383545987654,2.25,-0.49903286621,0.738136,0.627975833333,0.163189660494
2.3,-0.560928415507,0.806393,0.651318888889,0.219297685185,2.3,-0.317214690149,0.2653105,0.404073055556,0.144028240741,2.3,-0.470019327477,0.755286,0.617209444444,0.151597530864,2.3,-0.49903286621,0.326879,0.462764166667,0.255291512346,2.3,-0.529980640858,0.769692,0.637884722222,0.193996141975
2.35,-0.529980640858,0.8391495,0.663228611111,0.223055864198,2.35,-0.408123778179,0.284004,0.418269444444,0.376770679012,2.35,-0.470019327477,0.786499,0.627023055556,0.187432561728,2.35,-0.529980640858,0.3496885,0.466861111111,0.195848765432,2.35,-0.529980640858,0.801934,0.648841666667,0.205852932099
2.4,-0.560928415507,0.8727635,0.674280833333,0.212045987654,2.4,-0.408123778179,0.305956,0.453712777778,0.403924845679,2.4,-0.470019327477,0.818055,0.636931944444,0.206435185185,2.4,-0.529980640858,0.3730125,0.477055833333,0.216862808642,2.4,-0.49903286621,0.8346905,0.658178888889,0.218821296296
2.45,-0.560928415507,0.9067205,0.683046388889,0.223691049383,2.45,-0.348162464797,0.330652,0.468290277778,0.25640308642,2.45,-0.439071552828,0.8501255,0.647984166667,0.214004475309,2.45,-0.49903286621,0.396851,0.495158611111,0.146410185185,2.45,-0.49903286621,0.8676185,0.669898055556,0.242587808642
2.5,-0.560928415507,0.940849,0.695623055556,0.251797993827,2.5,-0.348162464797,0.3534615,0.471625,0.219827006173,2.5,-0.439071552828,0.882882,0.65856,0.216227623457,2.5,-0.529980640858,0.4237765,0.493443611111,0.0563197530864,2.5,-0.49903286621,0.9015755,0.6834275,0.248092746914
2.55,-0.529980640858,0.976178,0.71001,0.248727932099,2.55,-0.348162464797,0.3771285,0.4844875,0.26926558642,2.55,-0.439071552828,0.9159815,0.669326388889,0.222156018519,2.55,-0.49903286621,0.446243,0.490585277778,0.137041203704,2.55,-0.49903286621,0.936047,0.695718333333,0.233854012346
2.6,-0.560928415507,1.0120215,0.721538611111,0.226020061728,2.6,-0.439071552828,0.40131,0.505734444444,0.206435185185,2.6,-0.439071552828,0.949767,0.680855,0.225437808642,2.6,-0.49903286621,0.471625,0.50764,0.219615277778,2.6,-0.49903286621,0.9712045,0.706675277778,0.220197530864
2.65,-0.560928415507,1.0483795,0.732019166667,0.211887191358,2.65,-0.470019327477,0.4285785,0.512118055556,0.0376347222222,2.65,-0.470019327477,0.984067,0.692383611111,0.219033024691,2.65,-0.529980640858,0.4975215,0.517644166667,0.22379691358,2.65,-0.49903286621,1.006705,0.717536944444,0.214269135802
2.7,-0.529980640858,1.085252,0.741832777778,0.21352808642,2.7,-0.408123778179,0.4536175,0.4999225,0.0371583333333,2.7,-0.470019327477,1.019053,0.702959444444,0.208764197531,2.7,-0.49903286621,0.523418,0.528505833333,0.242005555556,2.7,-0.49903286621,1.043063,0.726969444444,0.232848302469
2.75,-0.529980640858,1.1224675,0.753170833333,0.220462191358,2.75,-0.348162464797,0.477456,0.506306111111,0.209293518519,2.75,-0.49903286621,1.054382,0.713058888889,0.203735648148,2.75,-0.49903286621,0.550172,0.541749444444,0.254815123457,2.75,-0.49903286621,1.0792495,0.739260277778,0.282392746914
2.8,-0.560928415507,1.1605405,0.76489,0.214692592593,2.8,-0.255319140851,0.503524,0.526219166667,0.302824537037,2.8,-0.470019327477,1.090397,0.722681944444,0.211569598765,2.8,-0.49903286621,0.577612,0.554993055556,0.254021141975,2.8,-0.49903286621,1.116808,0.755838611111,0.317486728395
2.85,-0.560928415507,1.199128,0.773941388889,0.228243209877,2.85,-0.348162464797,0.5304495,0.542225833333,0.29197345679,2.85,-0.470019327477,1.1265835,0.733543611111,0.231683796296,2.85,-0.49903286621,0.605738,0.567188611111,0.254868055556,2.85,-0.49903286621,1.154881,0.771845277778,0.322091820988
2.9,-0.560928415507,1.237887,0.785088888889,0.285674537037,2.9,-0.348162464797,0.5578895,0.555469444444,0.262331481481,2.9,-0.49903286621,1.1636275,0.746596666667,0.241211574074,2.9,-0.529980640858,0.6343785,0.579288888889,0.273394290123,2.9,-0.529980640858,1.19364,0.792234722222,0.247192901235
2.95,-0.560928415507,1.277332,0.8017625,0.344111574074,2.95,-0.348162464797,0.5860155,0.567283888889,0.253650617284,2.95,-0.470019327477,1.2013575,0.757934722222,0.249998302469,2.95,-0.49903286621,0.6635335,0.593580555556,0.298484104938,2.95,-0.49903286621,1.2348,0.799952222222,0.119891203704
3,-0.560928415507,1.3176345,0.825105555556,0.297425462963,3,-0.348162464797,0.614656,0.579288888889,0.275088117284,3,-0.439071552828,1.2394305,0.770130277778,0.280381327161,3,-0.49903286621,0.6933745,0.6131125,0.251586265432,3,-0.529980640858,1.274245,0.797093888889,0.119150154321
3.05,-0.560928415507,1.3605095,0.836348333333,0.164460030864,3.05,-0.377176003531,0.643811,0.593771111111,0.305577006173,3.05,-0.439071552828,1.2781895,0.785374722222,0.30954691358,3.05,-0.49903286621,0.725445,0.621973333333,0.150697685185,3.05,-0.49903286621,1.31369,0.807479166667,0.202200617284
3.1,-0.529980640858,1.401841,0.83692,0.11232191358,3.1,-0.317214690149,0.673652,0.613779444444,0.262754938272,3.1,-0.408123778179,1.3176345,0.805383055556,0.259579012346,3.1,-0.529980640858,0.755972,0.623497777778,0.131906790123,3.1,-0.49903286621,1.35485,0.821008611111,0.233165895062
3.15,-0.560928415507,1.4438585,0.842541388889,0.155673302469,3.15,-0.348162464797,0.7057225,0.624069444444,0.151544598765,3.15,-0.348162464797,1.359309,0.814910833333,0.148950925926,3.15,-0.49903286621,0.7873565,0.631882222222,0.177163734568,3.15,-0.49903286621,1.39601,0.832251388889,0.234806790123
3.2,-0.560928415507,1.485876,0.852450277778,0.198283641975,3.2,-0.317214690149,0.7365925,0.624736388889,0.113486419753,3.2,-0.408123778179,1.3996115,0.815577777778,0.120949845679,3.2,-0.49903286621,0.819084,0.642172222222,0.21395154321,3.2,-0.49903286621,1.4380275,0.844065833333,0.23321882716
3.25,-0.560928415507,1.5289225,0.866170277778,0.124602160494,3.25,-0.317214690149,0.7678055,0.631215277778,0.154985185185,3.25,-0.408123778179,1.4404285,0.823009444444,0.16890632716,3.25,-0.49903286621,0.8514975,0.654653611111,0.223320524691,3.25,-0.49903286621,1.480388,0.855785,0.221467901235
3.3,-0.560928415507,1.572655,0.876079166667,-0.299225154321,3.3,-0.226305602118,0.799533,0.641124166667,0.192672839506,3.3,-0.408123778179,1.48176,0.833585277778,0.197595524691,3.3,-0.49903286621,0.884597,0.665896388889,0.203629783951,3.3,-0.529980640858,1.523606,0.867313611111,0.162236882716
3.35,-0.560928415507,1.616902,0.863121388889,-1.41185787037,3.35,-0.2862669155,0.8319465,0.6517,0.209928703704,3.35,-0.408123778179,1.5237775,0.845590277778,0.126560648148,3.35,-0.49903286621,0.918211,0.674947777778,0.186215123457,3.35,-0.49903286621,1.5673385,0.876555555556,-0.11020462963
3.4,-0.986460316926,1.660806,0.786803888889,-3.55158503086,3.4,-0.408123778179,0.864703,0.662371111111,0.216545216049,3.4,-0.408123778179,1.5663095,0.855308611111,-0.239782407407,3.4,-0.560928415507,0.952168,0.682760555556,0.200983179012,3.4,-0.49903286621,1.611071,0.877508333333,-1.00703317901
3.45,-3.87814301066,1.7041955,0.528315277778,-5.98386790123,3.45,-0.348162464797,0.8981455,0.673613888889,0.215962962963,3.45,-0.408123778179,1.6095275,0.848162777778,-1.26550061728,3.45,-0.49903286621,0.9862965,0.694003333333,0.235600771605,3.45,-0.49903286621,1.6554895,0.837015277778,-3.14040848765
3.5,-5.6131526269,1.7203165,0.128148611111,-7.11227438272,3.5,-0.470019327477,0.9321025,0.684189722222,0.21093441358,3.5,-0.377176003531,1.6534315,0.772416944444,-3.18037222222,3.5,-0.49903286621,1.021454,0.707532777778,0.249257253086,3.5,-3.51257242262,1.703338,0.610254166667,-6.01631527778
3.55,-5.30947758816,1.7165435,-0.269636111111,-6.33311388889,3.55,-0.470019327477,0.966574,0.694575,0.208076080247,3.55,-2.87427457049,1.6932195,0.551753611111,-5.40013271605,3.55,-0.529980640858,1.057126,0.720014166667,0.240576388889,3.55,-5.6750481762,1.727348,0.170166111111,-7.47586496914
