"Run 1: Time (s)","Run 1: Force (N)","Run 1: Position (m)","Run 1: Velocity (m/s)","Run 1: Acceleration (m/s²)","Run 2: Time (s)","Run 2: Force (N)","Run 2: Position (m)","Run 2: Velocity (m/s)","Run 2: Acceleration (m/s²)","Run 3: Time (s)","Run 3: Force (N)","Run 3: Position (m)","Run 3: Velocity (m/s)","Run 3: Acceleration (m/s²)","Run 4: Time (s)","Run 4: Force (N)","Run 4: Position (m)","Run 4: Velocity (m/s)","Run 4: Acceleration (m/s²)","Run 5: Time (s)","Run 5: Force (N)","Run 5: Position (m)","Run 5: Velocity (m/s)","Run 5: Acceleration (m/s²)"
0.25,-0.00773694366217,,,,0.25,0.0232108309865,,,,0.25,-0.00773694366217,,,,0.25,-0.00773694366217,,,,0.25,0.0541586056352,,,
0.26,-0.00773694366217,,,,0.26,0.0541586056352,,,,0.26,-0.00773694366217,,,,0.26,0.0541586056352,,,,0.26,0.0232108309865,,,
0.27,-0.00773694366217,,,,0.27,0.0232108309865,,,,0.27,-0.00773694366217,,,,0.27,0.0232108309865,,,,0.27,0.0232108309865,,,
0.28,-0.00773694366217,0.002058,-0.00952777777778,-0.24481095679,0.28,0.0232108309865,-0.0012005,0.0296552083333,0.84525945216,0.28,-0.00773694366217,0.0094325,0.136604513889,-0.117773919753,0.28,0.0232108309865,0.000343,-0.00786041666667,-0.183773630401,0.28,0.0232108309865,0.0001715,0.0110760416667,-0.0702177372685
0.29,-0.00773694366217,,,,0.29,0.0232108309865,,,,0.29,-0.00773694366217,,,,0.29,0.0232108309865,,,,0.29,0.0232108309865,,,
0.3,-0.00773694366217,,,,0.3,0.0232108309865,,,,0.3,-0.00773694366217,,,,0.3,0.0232108309865,,,,0.3,0.0232108309865,,,
0.31,-0.00773694366217,,,,0.31,0.0232108309865,,,,0.31,-0.00773694366217,,,,0.31,0.0232108309865,,,,0.31,0.0232108309865,,,
0.32,-0.00773694366217,0.001029,-0.0221520833333,-0.0627741608796,0.32,0.0232108309865,-0.0001715,0.0800333333333,0.740056905864,0.32,-0.00773694366217,0.01372,0.110998611111,-1.43040726273,0.32,0.0232108309865,0.000343,-0.0175072916667,-0.0382930652006,0.32,0.0232108309865,0,-0.00404930555556,-0.121413001543
0.33,-0.00773694366217,,,,0.33,-0.00773694366217,,,,0.33,-0.00773694366217,,,,0.33,0.0541586056352,,,,0.33,-0.00773694366217,,,
0.34,-0.00773694366217,,,,0.34,-0.00773694366217,,,,0.34,-0.00773694366217,,,,0.34,0.0232108309865,,,,0.34,-0.00773694366217,,,
0.35,-0.00773694366217,,,,0.35,-0.00773694366217,,,,0.35,-0.00773694366217,,,,0.35,0.0541586056352,,,,0.35,0.0232108309865,,,
0.36,-0.00773694366217,-0.000686,-0.0142916666667,0.13034529321,0.36,-0.00773694366217,0.0049735,0.119692708333,-0.127946807485,0.36,-0.00773694366217,0.0210945,0.0157208333333,-2.384921875,0.36,0.0232108309865,-0.0018865,-0.00976597222222,0.0898191550926,0.36,0.0232108309865,-0.0008575,-0.00666944444444,0.00107518325618
0.37,-0.00773694366217,,,,0.37,0.0541586056352,,,,0.37,-0.00773694366217,,,,0.37,0.0232108309865,,,,0.37,0.0541586056352,,,
0.38,0.0232108309865,,,,0.38,0.0541586056352,,,,0.38,-0.00773694366217,,,,0.38,0.0232108309865,,,,0.38,-0.00773694366217,,,
0.39,-0.00773694366217,,,,0.39,0.0232108309865,,,,0.39,-0.00773694366217,,,,0.39,0.0232108309865,,,,0.39,0.0232108309865,,,
0.4,0.0232108309865,-0.0001715,-0.00285833333333,0.167645881559,0.4,0.0232108309865,0.0114905,0.101232638889,-1.56670741705,0.4,-0.00773694366217,0.018865,-0.154588194444,-1.53685040509,0.4,-0.00773694366217,-0.000343,-0.00250104166667,0.0674057195216,0.4,0.0232108309865,-0.001029,0.00190555555556,0.0219171971451
0.41,-0.00773694366217,,,,0.41,0.0232108309865,,,,0.41,-0.00773694366217,,,,0.41,-0.00773694366217,,,,0.41,0.0232108309865,,,
0.42,-0.0386847183108,,,,0.42,0.0232108309865,,,,0.42,-0.0386847183108,,,,0.42,0.0232108309865,,,,0.42,0.0232108309865,,,
0.43,-0.00773694366217,,,,0.43,0.0232108309865,,,,0.43,-0.00773694366217,,,,0.43,0.0232108309865,,,,0.43,0.0232108309865,,,
0.44,-0.00773694366217,0,-0.00726493055556,0.35563753858,0.44,0.0232108309865,0.019208,-0.0483534722222,-1.93714940201,0.44,-0.00773694366217,0.001372,-0.158994791667,0.519644338349,0.44,0.0232108309865,-0.001372,-0.00881319444444,0.15408203125,0.44,0.0232108309865,0,-0.00273923611111,-0.00719545717593
0.45,-0.00773694366217,,,,0.45,0.0232108309865,,,,0.45,-0.00773694366217,,,,0.45,-0.00773694366217,,,,0.45,0.0232108309865,,,
0.46,-0.00773694366217,,,,0.46,0.0232108309865,,,,0.46,-0.00773694366217,,,,0.46,0.0232108309865,,,,0.46,0.0232108309865,,,
0.47,-0.00773694366217,,,,0.47,0.0232108309865,,,,0.47,-0.00773694366217,,,,0.47,0.0232108309865,,,,0.47,0.0232108309865,,,
0.48,-0.00773694366217,-0.001715,0.0136961805556,0.757838782793,0.48,-0.00773694366217,0.004802,-0.134937152778,-0.460013020833,0.48,-0.00773694366217,0.0015435,-0.0539510416667,1.38409167631,0.48,-0.00773694366217,-0.001715,0.00119097222222,0.443389033565,0.48,-0.00773694366217,-0.0015435,-0.00154826388889,0.0107518325617
0.49,-0.00773694366217,,,,0.49,-0.00773694366217,,,,0.49,-0.00773694366217,,,,0.49,0.0232108309865,,,,0.49,0.0232108309865,,,
0.5,-0.00773694366217,,,,0.5,0.0232108309865,,,,0.5,-0.00773694366217,,,,0.5,0.0232108309865,,,,0.5,-0.00773694366217,,,
0.51,0.0541586056352,,,,0.51,0.0232108309865,,,,0.51,-0.00773694366217,,,,0.51,-0.00773694366217,,,,0.51,-0.00773694366217,,,
0.52,-0.00773694366217,0,0.061096875,0.85998119213,0.52,-0.00773694366217,0.0015435,-0.0690763888889,0.778101851852,0.52,-0.00773694366217,0.0008575,-0.00917048611111,1.32950544946,0.52,0.0541586056352,-0.001715,0.0245340277778,0.768838734568,0.52,0.0232108309865,-0.0001715,-0.000238194444445,0.000578944830246
0.53,0.0232108309865,,,,0.53,0.0232108309865,,,,0.53,-0.00773694366217,,,,0.53,0.0232108309865,,,,0.53,0.0232108309865,,,
0.54,-0.00773694366217,,,,0.54,-0.00773694366217,,,,0.54,-0.00773694366217,,,,0.54,-0.00773694366217,,,,0.54,0.0232108309865,,,
0.55,0.0541586056352,,,,0.55,0.0232108309865,,,,0.55,-0.00773694366217,,,,0.55,-0.00773694366217,,,,0.55,0.0232108309865,,,
0.56,0.0232108309865,0.002401,0.114809722222,0.146307629244,0.56,0.0232108309865,0.000686,-0.0176263888889,0.843109085648,0.56,-0.00773694366217,0.001372,0.0282260416667,1.57291039738,0.56,-0.00773694366217,-0.0005145,0.0682427083333,0.884379581404,0.56,0.0232108309865,-0.001372,-0.00262013888889,0.0392855420525
0.57,0.0232108309865,,,,0.57,0.0232108309865,,,,0.57,-0.0386847183108,,,,0.57,0.0232108309865,,,,0.57,0.0541586056352,,,
0.58,0.0232108309865,,,,0.58,-0.00773694366217,,,,0.58,-0.00773694366217,,,,0.58,0.0232108309865,,,,0.58,0.0232108309865,,,
0.59,-0.00773694366217,,,,0.59,-0.00773694366217,,,,0.59,-0.00773694366217,,,,0.59,0.0232108309865,,,,0.59,0.0232108309865,,,
0.6,-0.00773694366217,0.011319,0.108735763889,-1.29361086998,0.6,0.0232108309865,0.002058,0.000357291666667,0.745680941358,0.6,-0.00773694366217,0.0005145,0.111951388889,1.8297964892,0.6,-0.00773694366217,0.00343,0.116357986111,0.376810378086,0.6,0.0232108309865,-0.0005145,-0.000119097222222,0.165164689429
0.61,0.0232108309865,,,,0.61,0.0232108309865,,,,0.61,-0.00773694366217,,,,0.61,0.0541586056352,,,,0.61,0.0541586056352,,,
0.62,-0.00773694366217,,,,0.62,0.0541586056352,,,,0.62,-0.00773694366217,,,,0.62,0.0232108309865,,,,0.62,0.0541586056352,,,
0.63,-0.00773694366217,,,,0.63,0.0232108309865,,,,0.63,-0.00773694366217,,,,0.63,-0.00773694366217,,,,0.63,0.0232108309865,,,
0.64,-0.00773694366217,0.016807,-0.022509375,-1.87048804012,0.64,0.0232108309865,0.0005145,0.0197701388889,1.06782238619,0.64,-0.00773694366217,0.0097755,0.207467361111,1.39327208719,0.64,0.0541586056352,0.0097755,0.125647569444,-0.783064236111,0.64,0.0232108309865,-0.001372,0.00452569444444,0.433546971451
0.65,-0.00773694366217,,,,0.65,0.0541586056352,,,,0.65,-0.00773694366217,,,,0.65,0.0232108309865,,,,0.65,0.0541586056352,,,
0.66,0.0232108309865,,,,0.66,-0.00773694366217,,,,0.66,-0.00773694366217,,,,0.66,-0.00773694366217,,,,0.66,0.0541586056352,,,
0.67,-0.00773694366217,,,,0.67,0.0232108309865,,,,0.67,-0.00773694366217,,,,0.67,0.0232108309865,,,,0.67,-0.00773694366217,,,
0.68,-0.00773694366217,0.007889,-0.116715277778,-0.706643518519,0.68,0.0232108309865,0.002058,0.0766986111111,1.58721860532,0.68,-0.00773694366217,0.0204085,0.231644097222,0.739891493056,0.68,0.0232108309865,0.016121,0.0649079861111,-2.02622419946,0.68,0.0232108309865,-0.0012005,0.0345381944444,0.69059847608
0.69,-0.00773694366217,,,,0.69,-0.00773694366217,,,,0.69,-0.00773694366217,,,,0.69,0.0232108309865,,,,0.69,0.0232108309865,,,
0.7,0.0232108309865,,,,0.7,0.0232108309865,,,,0.7,-0.00773694366217,,,,0.7,0.0232108309865,,,,0.7,-0.00773694366217,,,
0.71,0.0232108309865,,,,0.71,-0.00773694366217,,,,0.71,-0.00773694366217,,,,0.71,0.0541586056352,,,,0.71,0.0541586056352,,,
0.72,-0.00773694366217,0.0015435,-0.0797951388889,0.585478636188,0.72,0.0232108309865,0.0053165,0.164949652778,1.67430844907,0.72,-0.00773694366217,0.028469,0.245340277778,0.514185715664,0.72,0.0232108309865,0.0197225,-0.0939677083333,-1.84369116512,0.72,0.0232108309865,0.001372,0.0676472222222,0.715575810185
0.73,-0.00773694366217,,,,0.73,0.0232108309865,,,,0.73,-0.00773694366217,,,,0.73,0.0232108309865,,,,0.73,-0.00773694366217,,,
0.74,0.0232108309865,,,,0.74,0.0232108309865,,,,0.74,-0.0386847183108,,,,0.74,-0.00773694366217,,,,0.74,-0.00773694366217,,,
0.75,0.0232108309865,,,,0.75,0.0541586056352,,,,0.75,-0.00773694366217,,,,0.75,-0.00773694366217,,,,0.75,0.0541586056352,,,
0.76,0.0232108309865,0.001029,-0.0195319444444,0.851793258102,0.76,0.0232108309865,0.016121,0.233787847222,1.19477671682,0.76,-0.00773694366217,0.0392735,0.268564236111,0.42990788966,0.76,0.0232108309865,0.0042875,-0.153397222222,-0.0401126060957,0.76,0.0541586056352,0.0042875,0.101351736111,0.357208960262
0.77,-0.00773694366217,,,,0.77,0.0232108309865,,,,0.77,0.0232108309865,,,,0.77,0.0232108309865,,,,0.77,0.0232108309865,,,
0.78,-0.00773694366217,,,,0.78,0.0232108309865,,,,0.78,-0.00773694366217,,,,0.78,0.0232108309865,,,,0.78,-0.00773694366217,,,
0.79,-0.00773694366217,,,,0.79,0.0232108309865,,,,0.79,-0.00773694366217,,,,0.79,0.0232108309865,,,,0.79,-0.00773694366217,,,
0.8,-0.00773694366217,0.0025725,-0.00238194444444,0.838891059028,0.8,0.0232108309865,0.025725,0.261061111111,0.65098210841,0.8,-0.00773694366217,0.050421,0.282975,0.329006076389,0.8,0.0232108309865,0.0008575,-0.0637170138889,1.11537856867,0.8,0.0541586056352,0.009261,0.119335416667,-0.592922212577
0.81,-0.00773694366217,,,,0.81,0.0232108309865,,,,0.81,-0.00773694366217,,,,0.81,0.0232108309865,,,,0.81,0.0541586056352,,,
0.82,-0.00773694366217,,,,0.82,0.0232108309865,,,,0.82,-0.00773694366217,,,,0.82,-0.00773694366217,,,,0.82,0.0232108309865,,,
0.83,0.0232108309865,,,,0.83,0.0232108309865,,,,0.83,-0.00773694366217,,,,0.83,0.0232108309865,,,,0.83,0.0232108309865,,,
0.84,0.0232108309865,0.0008575,0.0167927083333,1.36705415702,0.84,-0.00773694366217,0.037387,0.273685416667,0.371269048997,0.84,-0.00773694366217,0.062083,0.293574652778,0.255976321373,0.84,0.0232108309865,0.001372,-0.00571666666667,1.0010783179,0.84,0.0232108309865,0.0156065,0.0845590277778,-2.02200617284
0.85,-0.00773694366217,,,,0.85,0.0232108309865,,,,0.85,-0.00773694366217,,,,0.85,0.0232108309865,,,,0.85,0.0232108309865,,,
0.86,-0.00773694366217,,,,0.86,0.0232108309865,,,,0.86,-0.00773694366217,,,,0.86,0.0232108309865,,,,0.86,0.0232108309865,,,
0.87,-0.00773694366217,,,,0.87,0.0232108309865,,,,0.87,0.0232108309865,,,,0.87,0.0232108309865,,,,0.87,0.0232108309865,,,
0.88,-0.00773694366217,0.0005145,0.106830208333,1.84782648534,0.88,0.0541586056352,0.0475055,0.284285069444,0.281284481096,0.88,-0.00773694366217,0.0739165,0.302030555556,0.218427613812,0.88,0.0232108309865,0.0029155,0.007503125,0.937063560957,0.88,-0.00773694366217,0.0231525,-0.0963496527778,-2.10330656829
0.89,-0.00773694366217,,,,0.89,0.0232108309865,,,,0.89,-0.00773694366217,,,,0.89,0.0232108309865,,,,0.89,-0.00773694366217,,,
0.9,-0.00773694366217,,,,0.9,0.0232108309865,,,,0.9,-0.00773694366217,,,,0.9,-0.00773694366217,,,,0.9,0.0232108309865,,,
0.91,-0.00773694366217,,,,0.91,0.0232108309865,,,,0.91,-0.00773694366217,,,,0.91,-0.00773694366217,,,,0.91,0.0232108309865,,,
0.92,-0.00773694366217,0.0090895,0.204489930556,1.45075303819,0.92,0.0232108309865,0.060025,0.297028472222,0.21801408179,0.92,-0.00773694366217,0.0862645,0.310248263889,0.212472752701,0.92,-0.00773694366217,0.001029,0.037515625,1.44942973573,0.92,0.0232108309865,0.00343,-0.176144791667,-0.116616030093
0.93,-0.00773694366217,,,,0.93,0.0232108309865,,,,0.93,-0.00773694366217,,,,0.93,0.0232108309865,,,,0.93,-0.00773694366217,,,
0.94,0.0232108309865,,,,0.94,0.0541586056352,,,,0.94,-0.0386847183108,,,,0.94,0.0232108309865,,,,0.94,0.0232108309865,,,
0.95,-0.00773694366217,,,,0.95,0.0232108309865,,,,0.95,-0.00773694366217,,,,0.95,0.0232108309865,,,,0.95,0.0232108309865,,,
0.96,-0.00773694366217,0.0200655,0.233787847222,0.7503125,0.96,-0.00773694366217,0.071687,0.300839583333,0.188074363426,0.96,0.0232108309865,0.098784,0.317394097222,0.252254533179,0.96,0.0232108309865,0.002744,0.133865277778,1.72674430941,0.96,0.0232108309865,0.000686,-0.0703864583333,1.20850597994
0.97,-0.00773694366217,,,,0.97,-0.00773694366217,,,,0.97,-0.00773694366217,,,,0.97,0.0232108309865,,,,0.97,0.0541586056352,,,
0.98,-0.00773694366217,,,,0.98,0.0232108309865,,,,0.98,-0.00773694366217,,,,0.98,0.0232108309865,,,,0.98,0.0232108309865,,,
0.99,-0.00773694366217,,,,0.99,0.0232108309865,,,,0.99,-0.00773694366217,,,,0.99,0.0232108309865,,,,0.99,0.0232108309865,,,
1,-0.00773694366217,0.0282975,0.243553819444,0.461336323302,1,0.0232108309865,0.0838635,0.309414583333,0.220412567515,1,-0.00773694366217,0.111475,0.329780208333,0.304855806327,1,0.0232108309865,0.0125195,0.214136805556,1.16310016397,1,0.0232108309865,0.0008575,-0.0119097222222,1.08419825424
1.01,-0.00773694366217,,,,1.01,-0.00773694366217,,,,1.01,-0.00773694366217,,,,1.01,-0.00773694366217,,,,1.01,0.0232108309865,,,
1.02,-0.00773694366217,,,,1.02,-0.00773694366217,,,,1.02,-0.00773694366217,,,,1.02,0.0232108309865,,,,1.02,0.0232108309865,,,
1.03,-0.00773694366217,,,,1.03,0.0232108309865,,,,1.03,-0.00773694366217,,,,1.03,-0.00773694366217,,,,1.03,0.0232108309865,,,
1.04,-0.00773694366217,0.038759,0.263800347222,0.382847945602,1.04,-0.00773694366217,0.096383,0.318823263889,0.259284577546,1.04,-0.00773694366217,0.125195,0.342047222222,0.32768277392,1.04,-0.00773694366217,0.022981,0.226642013889,0.548426167052,1.04,0.0541586056352,0.002058,0.00714583333333,0.987597173997
1.05,-0.00773694366217,,,,1.05,-0.00773694366217,,,,1.05,-0.00773694366217,,,,1.05,0.0232108309865,,,,1.05,0.0232108309865,,,
1.06,-0.00773694366217,,,,1.06,0.0232108309865,,,,1.06,0.0232108309865,,,,1.06,0.0232108309865,,,,1.06,0.0232108309865,,,
1.07,-0.00773694366217,,,,1.07,0.0232108309865,,,,1.07,-0.00773694366217,,,,1.07,-0.00773694366217,,,,1.07,-0.00773694366217,,,
1.08,0.0232108309865,0.0499065,0.274757291667,0.349103732639,1.08,0.0232108309865,0.109417,0.329422916667,0.314367042824,1.08,-0.00773694366217,0.1384005,0.360983680556,0.240758342978,1.08,-0.00773694366217,0.030527,0.233787847222,0.434952980324,1.08,0.0232108309865,0.000686,0.0362055555556,1.4394222608
1.09,-0.00773694366217,,,,1.09,-0.00773694366217,,,,1.09,-0.00773694366217,,,,1.09,-0.00773694366217,,,,1.09,0.0232108309865,,,
1.1,-0.00773694366217,,,,1.1,0.0232108309865,,,,1.1,-0.00773694366217,,,,1.1,-0.00773694366217,,,,1.1,0.0232108309865,,,
1.11,-0.00773694366217,,,,1.11,-0.00773694366217,,,,1.11,0.0232108309865,,,,1.11,-0.00773694366217,,,,1.11,0.0232108309865,,,
1.12,-0.00773694366217,0.0605395,0.290239930556,0.348028549383,1.12,-0.00773694366217,0.1226225,0.342642708333,0.374494598765,1.12,-0.00773694366217,0.154693,0.366938541667,0.0521877411265,1.12,-0.00773694366217,0.0406455,0.258560069444,0.444960455247,1.12,0.0541586056352,0.0018865,0.130054166667,1.72153380594
1.13,-0.00773694366217,,,,1.13,0.0232108309865,,,,1.13,-0.00773694366217,,,,1.13,0.0232108309865,,,,1.13,-0.00773694366217,,,
1.14,-0.00773694366217,,,,1.14,0.0541586056352,,,,1.14,-0.00773694366217,,,,1.14,0.0232108309865,,,,1.14,-0.00773694366217,,,
1.15,-0.00773694366217,,,,1.15,-0.00773694366217,,,,1.15,-0.00773694366217,,,,1.15,0.0541586056352,,,,1.15,-0.00773694366217,,,
1.16,-0.00773694366217,0.073059,0.305603472222,0.284261911651,1.16,0.0541586056352,0.1363425,0.364913888889,0.303697916667,1.16,-0.00773694366217,0.168756,0.352646875,0.126375385802,1.16,0.0232108309865,0.0516215,0.276305555556,0.34893831983,1.16,0.0232108309865,0.011662,0.211635763889,1.18452112269
1.17,0.0232108309865,,,,1.17,0.0232108309865,,,,1.17,-0.00773694366217,,,,1.17,-0.00773694366217,,,,1.17,0.0232108309865,,,
1.18,-0.00773694366217,,,,1.18,-0.00773694366217,,,,1.18,-0.0386847183108,,,,1.18,0.0232108309865,,,,1.18,0.0232108309865,,,
1.19,-0.00773694366217,,,,1.19,0.0232108309865,,,,1.19,-0.00773694366217,,,,1.19,0.0232108309865,,,,1.19,0.0232108309865,,,
1.2,-0.00773694366217,0.085407,0.312392013889,0.239683159722,1.2,0.0232108309865,0.1524635,0.372655208333,0.108676215278,1.2,0.0232108309865,0.1812755,0.371464236111,0.320239197531,1.2,0.0232108309865,0.063112,0.286428819444,0.243487654321,1.2,0.0232108309865,0.021952,0.225570138889,0.581177903164
1.21,-0.00773694366217,,,,1.21,0.0232108309865,,,,1.21,-0.00773694366217,,,,1.21,0.0232108309865,,,,1.21,0.0232108309865,,,
1.22,0.0232108309865,,,,1.22,0.0232108309865,,,,1.22,-0.00773694366217,,,,1.22,-0.00773694366217,,,,1.22,0.0232108309865,,,
1.23,-0.00773694366217,,,,1.23,0.0232108309865,,,,1.23,-0.00773694366217,,,,1.23,0.0232108309865,,,,1.23,0.0232108309865,,,
1.24,-0.00773694366217,0.0979265,0.321324305556,0.273675491898,1.24,0.0541586056352,0.166698,0.367772222222,0.0397817804784,1.24,-0.00773694366217,0.1984255,0.391710763889,0.244728250386,1.24,0.0232108309865,0.0746025,0.292860069444,0.198908902392,1.24,0.0232108309865,0.0296695,0.232954166667,0.490118152006
1.25,-0.00773694366217,,,,1.25,0.0232108309865,,,,1.25,-0.00773694366217,,,,1.25,-0.00773694366217,,,,1.25,0.0232108309865,,,
1.26,-0.00773694366217,,,,1.26,0.0232108309865,,,,1.26,-0.00773694366217,,,,1.26,0.0232108309865,,,,1.26,0.0232108309865,,,
1.27,-0.00773694366217,,,,1.27,0.0232108309865,,,,1.27,-0.00773694366217,,,,1.27,0.0232108309865,,,,1.27,0.0541586056352,,,
1.28,-0.00773694366217,0.1109605,0.334067708333,0.316848234954,1.28,0.0232108309865,0.181447,0.370987847222,0.0904808063272,1.28,-0.00773694366217,0.213689,0.391115277778,0.157390287423,1.28,0.0232108309865,0.086436,0.301077777778,0.201307388117,1.28,0.0541586056352,0.0392735,0.262966666667,0.494418885031
1.29,0.0232108309865,,,,1.29,0.0232108309865,,,,1.29,-0.00773694366217,,,,1.29,0.0232108309865,,,,1.29,0.0232108309865,,,
1.3,-0.00773694366217,,,,1.3,0.0232108309865,,,,1.3,-0.00773694366217,,,,1.3,0.0232108309865,,,,1.3,0.0232108309865,,,
1.31,-0.00773694366217,,,,1.31,0.0232108309865,,,,1.31,-0.00773694366217,,,,1.31,0.0541586056352,,,,1.31,0.0232108309865,,,
1.32,-0.00773694366217,0.1246805,0.346930208333,0.34108121142,1.32,0.0232108309865,0.1963675,0.37515625,0.157803819444,1.32,-0.00773694366217,0.2292955,0.398022916667,0.186585648148,1.32,0.0232108309865,0.098784,0.307866319444,0.244314718364,1.32,0.0541586056352,0.0512785,0.282498611111,0.329998553241
1.33,-0.00773694366217,,,,1.33,0.0541586056352,,,,1.33,-0.00773694366217,,,,1.33,0.0232108309865,,,,1.33,0.0232108309865,,,
1.34,-0.00773694366217,,,,1.34,0.0232108309865,,,,1.34,-0.00773694366217,,,,1.34,0.0541586056352,,,,1.34,0.0232108309865,,,
1.35,-0.00773694366217,,,,1.35,0.0232108309865,,,,1.35,-0.00773694366217,,,,1.35,0.0232108309865,,,,1.35,0.0232108309865,,,
