Run 1,Run 1,Run 1,Run 1,Run 1,Run 2,Run 2,Run 2,Run 2,Run 2,Run 3,Run 3,Run 3,Run 3,Run 3,Run 4,Run 4,Run 4,Run 4,Run 4,Latest,Latest,Latest,Latest,Latest
Time (s) [aligned],Force (N),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s) [aligned],Force (N),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s) [aligned],Force (N),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s) [aligned],Force (N),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s) [aligned],Force (N),Position (m),Velocity (m/s),Acceleration (m/s²)
1.1,-0.135396514088,-0.0008575,0.039540277777800004,0.168747530864,1.0999999999999999,-0.470019327477,0.0042875,0.021628055555599997,-0.311547746914,1.1499999999999995,-0.4990328662100001,0.004802000000000001,0.0382063888889,-0.140905246914,1.1,-0.4990328662100001,-0.0001715,-0.0146251388889,0.22822203703699998,1.0999999999999999,-0.560928415507,-0.002058,0.029155,0.159029197531
1.15,-0.22630560211800002,0.004802000000000001,0.037253611111099996,-0.33696574074100005,1.15,-0.439071552828,0.0036015,-0.00971833333333,-0.361610925926,1.1999999999999995,-0.4990328662100001,0.003773,0.0320133333333,-0.542554012346,1.15,-0.4990328662100001,-0.0012005000000000002,0.0008003333333330001,0.233827546296,1.15,-0.560928415507,-0.0015435,0.044018333333300005,-0.0557322067901
1.2,-0.164410052821,0.005488,-0.0119097222222,-0.5125944444439999,1.2,-0.439071552828,0.002744,-0.030393611111099998,-0.11831382715999998,1.2499999999999996,-0.4990328662100001,0.0114905,-0.0311558333333,-0.6227990740739999,1.2,-0.4990328662100001,-0.000343,0.0156255555556,0.11575720679000001,1.1999999999999997,-0.560928415507,0.002744,0.0416745,-0.361896759259
1.25,-0.0735009647906,0.0025725,-0.043541944444399995,-0.145404475309,1.25,-0.439071552828,-0.001029,-0.022104444444400004,0.155990895062,1.2999999999999994,-0.4990328662100001,-0.0008575,-0.0674566666667,-0.027312962963,1.25,-0.529980640858,0.0005145,0.024772222222199998,-0.199696929012,1.2499999999999998,-0.560928415507,0.005145,0.000952777777778,-0.52649441358
1.3,-0.104448739439,-0.001715,-0.024676944444400002,0.236130092593,1.2999999999999998,-0.377176003531,0.0,-0.00228666666667,0.24888672839499998,1.3499999999999994,-0.529980640858,0.0,-0.020484722222200002,0.411017746914,1.3,-0.4990328662100001,0.004802000000000001,-0.011433333333299997,-0.364670401235,1.2999999999999998,-0.560928415507,0.002744,-0.0376347222222,-0.221690216049
1.35,-0.19535782747000002,0.0,0.000190555555556,0.318915895062,1.3499999999999999,-0.439071552828,0.0,0.00152444444444,0.395773302469,1.3999999999999995,-0.4990328662100001,0.0,-0.011052222222200002,0.626768981481,1.35,-0.4990328662100001,-0.0012005000000000002,-0.0379205555556,-0.0583311728395,1.3499999999999999,-0.560928415507,-0.001715,-0.023724166666700002,0.167297191358
1.4,-0.2862669155,0.0,0.00390638888889,0.476177160494,1.4,-0.34816246479699997,0.0,0.0157208333333,0.906038734568,1.4499999999999995,-0.4990328662100001,-0.0018865,0.0221997222222,1.12041373457,1.4,-0.4990328662100001,-0.0018865,-0.0143869444444,0.244758024691,1.4,-0.560928415507,0.0001715,-0.00152444444444,0.290014969136
1.45,-0.19535782747000002,0.0,0.021246944444400003,1.06054753086,1.45,-0.377176003531,-0.0015435,0.0872744444444,1.466325,1.4999999999999996,-0.4990328662100001,-0.000686,0.10413861111099999,1.4992487654299997,1.45,-0.529980640858,-0.001715,-0.0013338888888900003,0.393444290123,1.4499999999999997,-0.560928415507,0.0001715,-0.0033347222222199994,0.5739427469139999
1.5,-0.164410052821,-0.0018865,0.110522222222,1.59129768519,1.5,-0.40812377817900003,0.0070314999999999996,0.19179416666700003,1.4705595678999999,1.5499999999999994,-0.4990328662100001,0.0080605,0.1980825,1.38867361111,1.5,-0.4990328662100001,-0.001715,0.015530277777799998,0.707172839506,1.4999999999999998,-0.560928415507,-0.0018865,0.030679444444400003,1.2435337963
