Run 1,Run 1,Run 1,Run 1,Run 1,Run 2,Run 2,Run 2,Run 2,Run 2,Run 3,Run 3,Run 3,Run 3,Run 3,Run 4,Run 4,Run 4,Run 4,Run 4,Latest,Latest,Latest,Latest,Latest
Time (s) [aligned],Force (N),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s) [aligned],Force (N),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s) [aligned],Force (N),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s) [aligned],Force (N),Position (m),Velocity (m/s),Acceleration (m/s²),Time (s) [aligned],Force (N),Position (m),Velocity (m/s),Acceleration (m/s²)
1.14,1.1179921850599999,,,,1.1300000000000001,1.1489399597,,,,1.1300000000000003,1.17988773435,,,,1.13,1.0580308716700002,,,,1.1300000000000001,1.0889786463200002,0.362894,0.38361215277800004,0.07997709297839999
1.15,1.1489399597,,,,1.1400000000000001,1.17988773435,,,,1.1400000000000001,1.17988773435,,,,1.14,1.02708309703,,,,1.1400000000000001,1.1179921850599999,,,
1.16,1.1489399597,0.3764425,0.38337395833300003,0.162931616512,1.1500000000000001,1.1489399597,0.3754135,0.38218298611100004,0.288314525463,1.1500000000000001,1.17988773435,,,,1.15,1.0580308716700002,0.3736985,0.38313576388899995,0.336036120756,1.1500000000000001,1.0889786463200002,,,
1.17,1.1489399597,,,,1.1600000000000001,1.1489399597,,,,1.1600000000000001,1.17988773435,0.374556,0.38254027777800004,0.285502507716,1.16,1.0580308716700002,,,,1.1600000000000001,1.0889786463200002,,,
1.18,1.1489399597,,,,1.1700000000000002,1.210835509,,,,1.1700000000000002,1.1489399597,,,,1.17,1.0580308716700002,,,,1.1700000000000002,1.0889786463200002,0.3781575,0.387065972222,0.14184148340999997
1.19,1.1489399597,,,,1.1800000000000002,1.1489399597,,,,1.1800000000000002,1.1489399597,,,,1.18,1.02708309703,,,,1.1800000000000002,1.0889786463200002,,,
1.2,1.1489399597,0.392049,0.39099618055600005,0.20155550733,1.1900000000000002,1.1489399597,0.392735,0.40290590277800004,0.22752531828699998,1.1900000000000002,1.1489399597,,,,1.19,1.0580308716700002,0.39119149999999997,0.40445416666699996,0.27714916088,1.1900000000000002,1.0889786463200002,,,
1.21,1.1489399597,,,,1.2000000000000002,1.1179921850599999,,,,1.2000000000000002,1.1489399597,0.3918775,0.403025,0.248698157793,1.2,1.0580308716700002,,,,1.2000000000000002,1.0889786463200002,,,
1.22,1.1489399597,,,,1.2100000000000002,1.0889786463200002,,,,1.2100000000000002,1.1489399597,,,,1.21,1.02708309703,,,,1.21,1.0580308716700002,0.3935925,0.39659375,0.18600670331799998
1.23,1.1489399597,,,,1.2200000000000002,1.0889786463200002,,,,1.2200000000000002,1.1489399597,,,,1.22,1.02708309703,,,,1.2200000000000002,1.0580308716700002,,,
1.24,1.1489399597,0.4076555,0.40064305555600005,0.21553288965999998,1.2300000000000002,1.0889786463200002,0.4086845,0.40231041666699996,0.127533275463,1.2300000000000002,1.0580308716700002,,,,1.23,1.0580308716700002,0.40696950000000004,0.407431597222,0.159540653935,1.23,1.0580308716700002,,,
1.25,1.1489399597,,,,1.2400000000000002,1.1179921850599999,,,,1.2400000000000002,1.0580308716700002,0.4076555,0.40600243055600005,0.139856529707,1.24,1.0580308716700002,,,,1.2400000000000002,1.0889786463200002,,,
1.26,1.1179921850599999,,,,1.25,1.1179921850599999,,,,1.2500000000000002,1.02708309703,,,,1.25,1.0580308716700002,,,,1.25,1.0580308716700002,0.41005649999999993,0.40362048611100004,0.19651041666700003
1.27,1.1489399597,,,,1.26,1.1179921850599999,,,,1.2600000000000002,1.02708309703,,,,1.26,1.0889786463200002,,,,1.26,1.0889786463200002,,,
1.28,1.1179921850599999,0.4241195,0.40981354166699996,0.199322434414,1.27,1.1489399597,0.424634,0.40719340277800004,0.149036940586,1.2700000000000002,1.02708309703,,,,1.27,1.0580308716700002,0.423605,0.41255277777800003,0.133570842978,1.27,1.0889786463200002,,,
1.29,1.1489399597,,,,1.28,1.1489399597,,,,1.2800000000000002,1.02708309703,0.424291,0.40981354166699996,0.12116488232999999,1.28,1.0580308716700002,,,,1.28,1.0889786463200002,,,
1.3,1.1489399597,,,,1.29,1.1489399597,,,,1.2900000000000003,1.02708309703,,,,1.29,1.0580308716700002,,,,1.29,1.0580308716700002,0.4258345,0.411719097222,0.215698302469
1.31,1.1489399597,,,,1.3,1.1489399597,,,,1.3000000000000003,1.02708309703,,,,1.3,1.0580308716700002,,,,1.3,1.0889786463200002,,,
1.32,1.1489399597,0.440755,0.41314826388899994,0.26102141203699997,1.31,1.1489399597,0.44109799999999993,0.41433923611100004,0.187826244213,1.3100000000000003,1.02708309703,,,,1.31,1.0580308716700002,0.44006899999999993,0.41529201388899994,0.18261574074099998,1.31,1.0580308716700002,,,
1.33,1.1489399597,,,,1.32,1.1489399597,,,,1.3200000000000003,1.02708309703,0.44041199999999997,0.41326736111100004,0.169051890432,1.32,1.0889786463200002,,,,1.32,1.0889786463200002,,,
1.34,1.1489399597,,,,1.33,1.1489399597,,,,1.3300000000000003,1.02708309703,,,,1.33,1.1179921850599999,,,,1.33,1.0889786463200002,0.4429845,0.42053229166699996,0.23893880208299997
1.35,1.1489399597,,,,1.34,1.1179921850599999,,,,1.3400000000000003,1.02708309703,,,,1.34,1.0889786463200002,,,,1.34,1.0580308716700002,,,
1.36,1.1489399597,0.4567045,0.427678125,0.374825424383,1.35,1.1489399597,0.457905,0.42100868055600005,0.26796875,1.3500000000000003,1.02708309703,,,,1.35,1.0580308716700002,0.45653299999999997,0.425653472222,0.26490861304,1.35,1.0580308716700002,,,
1.37,1.1179921850599999,,,,1.36,1.1489399597,,,,1.3600000000000003,1.02708309703,0.457219,0.42160416666699996,0.257878568673,1.36,1.0889786463200002,,,,1.36,1.0889786463200002,,,
1.38,1.1179921850599999,,,,1.37,1.1489399597,,,,1.3700000000000003,1.0580308716700002,,,,1.37,1.0580308716700002,,,,1.37,1.0889786463200002,0.4594485,0.430060069444,0.271690538194
1.39,1.1489399597,,,,1.3800000000000001,1.1489399597,,,,1.3800000000000003,1.0580308716700002,,,,1.38,1.0889786463200002,,,,1.3800000000000001,1.0889786463200002,,,
1.4,1.1489399597,0.47471199999999997,0.44780555555600005,0.35820143711400004,1.3900000000000001,1.1489399597,0.4745405,0.434228472222,0.36390817901199995,1.3900000000000001,1.02708309703,,,,1.39,1.0580308716700002,0.4738545,0.44113611111100004,0.240510223765,1.3900000000000001,1.1179921850599999,,,
1.41,1.1489399597,,,,1.4000000000000001,1.1489399597,,,,1.4000000000000001,1.02708309703,0.4738545,0.435895833333,0.288231819059,1.4,1.0889786463200002,,,,1.4000000000000001,1.0889786463200002,,,
1.42,1.17988773435,,,,1.4100000000000001,1.1489399597,,,,1.4100000000000001,1.02708309703,,,,1.41,1.0580308716700002,,,,1.4100000000000001,1.0889786463200002,0.477113,0.445066319444,0.24175081983000002
1.43,1.1489399597,,,,1.4200000000000002,1.1489399597,,,,1.4200000000000002,1.02708309703,,,,1.42,1.0580308716700002,,,,1.42,1.0889786463200002,,,
1.44,1.17988773435,0.49254799999999993,0.464598263889,0.153668499228,1.4300000000000002,1.1489399597,0.49237650000000005,0.45328402777800003,0.35853226273100003,1.4300000000000002,1.02708309703,,,,1.43,1.0580308716700002,0.492205,0.44840104166699996,0.141345244985,1.4300000000000002,1.0889786463200002,,,
1.45,1.1489399597,,,,1.4400000000000002,1.1489399597,,,,1.4400000000000002,1.02708309703,0.4920335,0.45066388888899994,0.185427758488,1.44,1.0580308716700002,,,,1.44,1.0889786463200002,,,
1.46,1.1489399597,,,,1.4500000000000002,1.1179921850599999,,,,1.4500000000000002,1.02708309703,,,,1.45,1.0580308716700002,,,,1.4500000000000002,1.1179921850599999,0.4954635,0.451259375,0.17227744020100003
1.47,1.1489399597,,,,1.4600000000000002,1.0580308716700002,,,,1.4600000000000002,1.02708309703,,,,1.46,1.02708309703,,,,1.46,1.1179921850599999,,,
1.48,1.1489399597,0.5126135,0.464121875,-0.11198447145099999,1.4700000000000002,1.0889786463200002,0.510727,0.47091041666699995,0.17169849537,1.4700000000000002,1.02708309703,,,,1.47,1.0580308716700002,0.510041,0.448758333333,0.122819010417,1.4700000000000002,1.1179921850599999,,,
1.49,1.1489399597,,,,1.4800000000000002,1.0889786463200002,,,,1.4800000000000002,1.0580308716700002,0.5105555,0.45114027777800003,0.0797289737654,1.48,1.0580308716700002,,,,1.48,1.1489399597,,,
1.5,1.1489399597,,,,1.4900000000000002,1.0889786463200002,,,,1.4900000000000002,1.02708309703,,,,1.49,1.0580308716700002,,,,1.4900000000000002,1.0889786463200002,0.5132995,0.45542777777800003,0.17533757715999998
1.51,1.1489399597,,,,1.5,1.0889786463200002,,,,1.5000000000000002,1.02708309703,,,,1.5,1.0889786463200002,,,,1.5,1.0889786463200002,,,
1.52,1.1489399597,0.5307925,0.44042152777800003,-0.0227442611883,1.51,1.0889786463200002,0.5307925,0.471029513889,-0.0678192515432,1.5100000000000002,1.0580308716700002,,,,1.51,1.0889786463200002,0.527877,0.45376041666699996,0.210322386188,1.5100000000000002,1.0889786463200002,,,
1.53,1.1489399597,,,,1.52,1.1179921850599999,,,,1.5200000000000002,1.02708309703,0.52822,0.44971111111100004,0.14010464892000002,1.52,1.0580308716700002,,,,1.52,1.0889786463200002,,,
1.54,1.1489399597,,,,1.53,1.1179921850599999,,,,1.5300000000000002,1.02708309703,,,,1.53,1.0889786463200002,,,,1.5300000000000002,1.0889786463200002,0.53165,0.464360069444,0.204450231481
1.55,1.1489399597,,,,1.54,1.1489399597,,,,1.5400000000000003,1.0580308716700002,,,,1.54,1.0889786463200002,,,,1.54,1.1179921850599999,,,
1.56,1.1489399597,0.546399,0.449353819444,0.35423152970700006,1.55,1.1489399597,0.5494859999999999,0.450425694444,0.0353983410494,1.5500000000000003,1.0889786463200002,,,,1.55,1.1179921850599999,0.546056,0.465908333333,0.298900945216,1.55,1.0889786463200002,,,
1.57,1.1489399597,,,,1.56,1.0889786463200002,,,,1.5600000000000003,1.0580308716700002,0.546056,0.4587625,0.286743103781,1.56,1.1179921850599999,,,,1.56,1.0889786463200002,,,
1.58,1.17988773435,,,,1.57,1.1179921850599999,,,,1.5700000000000003,1.0889786463200002,,,,1.57,1.0889786463200002,,,,1.57,1.0889786463200002,0.550515,0.47245868055600004,0.225623070988
1.59,1.17988773435,,,,1.58,1.1179921850599999,,,,1.5800000000000003,1.0889786463200002,,,,1.58,1.1179921850599999,,,,1.58,1.0889786463200002,,,
1.6,1.1489399597,0.5657785,0.479366319444,0.510133101852,1.59,1.1179921850599999,0.5654355,0.459953472222,0.431892843364,1.5900000000000003,1.1489399597,,,,1.59,1.0889786463200002,0.5650925,0.47996180555600004,0.337524836034,1.59,1.1179921850599999,,,
1.61,1.1489399597,,,,1.6,1.0889786463200002,,,,1.6000000000000003,1.1179921850599999,0.564578,0.476388888889,0.35555483217600004,1.6,1.1489399597,,,,1.6,1.1179921850599999,,,
1.62,1.1179921850599999,,,,1.61,1.0889786463200002,,,,1.6100000000000003,1.0889786463200002,,,,1.61,1.1489399597,,,,1.61,1.1179921850599999,0.56938,0.482462847222,0.24340494791700001
1.63,1.1179921850599999,,,,1.62,1.0580308716700002,,,,1.6200000000000003,1.0889786463200002,,,,1.62,1.1179921850599999,,,,1.62,1.0889786463200002,,,
1.64,1.1179921850599999,0.585158,0.503662152778,0.361675106096,1.6300000000000001,1.0580308716700002,0.584815,0.500922916667,0.491854986497,1.6300000000000003,1.0580308716700002,,,,1.63,1.1489399597,0.584472,0.49496805555600004,0.315607638889,1.6300000000000001,1.0889786463200002,,,
1.65,1.1179921850599999,,,,1.6400000000000001,1.0580308716700002,,,,1.6400000000000001,1.02708309703,0.5843005,0.49187152777800003,0.313539978781,1.64,1.1489399597,,,,1.6400000000000001,1.0889786463200002,,,
1.66,1.0889786463200002,,,,1.6500000000000001,1.0889786463200002,,,,1.6500000000000001,1.02708309703,,,,1.65,1.1489399597,,,,1.6500000000000001,1.0889786463200002,0.5891025,0.49258611111100004,0.24588614004599998
1.67,1.1179921850599999,,,,1.6600000000000001,1.0580308716700002,,,,1.6600000000000001,1.02708309703,,,,1.66,1.1489399597,,,,1.6600000000000001,1.1179921850599999,,,
1.68,1.1179921850599999,0.60711,0.505567708333,0.228269675926,1.6700000000000002,1.0580308716700002,0.6069385,0.5139045138889999,0.22074339313299998,1.6700000000000002,1.02708309703,,,,1.67,1.1179921850599999,0.6048805,0.504376736111,0.297743055556,1.67,1.0889786463200002,,,
1.69,1.0889786463200002,,,,1.6800000000000002,1.0580308716700002,,,,1.6800000000000002,1.02708309703,0.6041945,0.501280208333,0.26738980517,1.68,1.1489399597,,,,1.6800000000000002,1.0889786463200002,,,
1.7,1.1179921850599999,,,,1.6900000000000002,1.0580308716700002,,,,1.6900000000000002,1.02708309703,,,,1.69,1.1489399597,,,,1.69,1.0889786463200002,0.608825,0.501756597222,0.264743200231
1.71,1.1179921850599999,,,,1.7000000000000002,1.0580308716700002,,,,1.7000000000000002,1.0580308716700002,,,,1.7,1.1489399597,,,,1.7000000000000002,1.0889786463200002,,,
1.72,1.1179921850599999,0.6251175,0.5145,0.244562837577,1.7100000000000002,1.0580308716700002,0.6266609999999999,0.509736111111,0.102721354167,1.7100000000000002,1.0889786463200002,,,,1.71,1.1489399597,0.6244314999999999,0.521407638889,0.233480179398,1.71,1.0889786463200002,,,
1.73,1.1179921850599999,,,,1.7200000000000002,1.0580308716700002,,,,1.7200000000000002,1.0889786463200002,0.6244314999999999,0.5104506944439999,0.272021363812,1.72,1.1489399597,,,,1.7200000000000002,1.1179921850599999,,,
1.74,1.0889786463200002,,,,1.7300000000000002,1.0580308716700002,,,,1.7300000000000002,1.0580308716700002,,,,1.73,1.1179921850599999,,,,1.73,1.1179921850599999,0.6292335,0.5125944444439999,0.308908420139
1.75,1.1489399597,,,,1.7400000000000002,1.0580308716700002,,,,1.7400000000000002,1.0580308716700002,,,,1.74,1.0889786463200002,,,,1.7400000000000002,1.1489399597,,,
1.76,1.0889786463200002,0.647927,0.529982638889,0.180051842207,1.75,1.0580308716700002,0.6470695,0.515810069444,0.132164834105,1.7500000000000002,1.0580308716700002,,,,1.75,1.1489399597,0.6474125,0.522003125,0.18923225308699998,1.75,1.1489399597,,,
1.77,1.0889786463200002,,,,1.76,1.0889786463200002,,,,1.7600000000000002,1.02708309703,0.64484,0.522122222222,0.295179157022,1.7599999999999998,1.1489399597,,,,1.7600000000000002,1.1179921850599999,,,
1.78,1.0580308716700002,,,,1.77,1.0889786463200002,,,,1.77,1.02708309703,,,,1.77,1.1489399597,,,,1.77,1.1489399597,0.6498135,0.524385069444,0.376893084491
1.79,1.0889786463200002,,,,1.78,1.02708309703,,,,1.7800000000000002,1.02708309703,,,,1.7799999999999998,1.1489399597,,,,1.7800000000000002,1.1179921850599999,,,
1.8,1.0889786463200002,0.6683355,0.528672569444,0.130593412423,1.79,1.02708309703,0.6679925,0.521407638889,0.170706018519,1.79,1.02708309703,,,,1.79,1.1489399597,0.665763,0.530578125,0.262675540124,1.79,1.0889786463200002,,,
1.81,1.0889786463200002,,,,1.8,1.02708309703,,,,1.8000000000000003,1.02708309703,0.6659345,0.539391319444,0.217600549769,1.7999999999999998,1.1489399597,,,,1.8,1.0889786463200002,,,
1.82,1.0889786463200002,,,,1.81,1.02708309703,,,,1.81,1.0580308716700002,,,,1.81,1.1489399597,,,,1.81,1.0889786463200002,0.670565,0.547847222222,0.32205873842599997
1.83,1.1489399597,,,,1.82,1.0580308716700002,,,,1.8200000000000003,1.0580308716700002,,,,1.8199999999999998,1.1489399597,,,,1.82,1.1179921850599999,,,
1.84,1.1489399597,0.689773,0.536771180556,0.156149691358,1.83,1.0889786463200002,0.6887439999999999,0.529268055556,0.215119357639,1.83,1.0580308716700002,,,,1.83,1.1489399597,0.6892585,0.550705555556,0.183277391975,1.83,1.1179921850599999,,,
1.85,1.1489399597,,,,1.84,1.0889786463200002,,,,1.8400000000000003,1.0580308716700002,0.6889155,0.537962152778,0.169548128858,1.8399999999999999,1.1489399597,,,,1.84,1.1489399597,,,
1.86,1.17988773435,,,,1.85,1.1179921850599999,,,,1.85,1.0580308716700002,,,,1.85,1.1489399597,,,,1.85,1.1179921850599999,0.694232,0.557851388889,0.104044656636
1.87,1.17988773435,,,,1.86,1.1489399597,,,,1.8600000000000003,1.02708309703,,,,1.8599999999999999,1.1489399597,,,,1.86,1.0889786463200002,,,
1.88,1.1489399597,0.711382,0.5417732638889999,0.176991705247,1.87,1.1179921850599999,0.7101814999999999,0.540105902778,0.221405044367,1.87,1.0580308716700002,,,,1.87,1.1489399597,0.7110390000000001,0.545941666667,0.0953604841821,1.87,1.1179921850599999,,,
1.89,1.0889786463200002,,,,1.88,1.0889786463200002,,,,1.8800000000000003,1.0889786463200002,0.7084665,0.546418055556,0.249856047454,1.88,1.1489399597,,,,1.8800000000000001,1.1179921850599999,,,
1.9,1.1489399597,,,,1.8900000000000001,1.0889786463200002,,,,1.8900000000000001,1.1179921850599999,,,,1.8900000000000001,1.1489399597,,,,1.8900000000000001,1.1179921850599999,0.7160125,0.549752777778,0.0248946277006
1.91,1.0889786463200002,,,,1.9,1.1179921850599999,,,,1.9000000000000004,1.0889786463200002,,,,1.9,1.1489399597,,,,1.9000000000000001,1.1179921850599999,,,
1.92,1.0889786463200002,0.732991,0.550705555556,0.20842013888900002,1.9100000000000001,1.0580308716700002,0.7321335,0.547489930556,0.21379605517,1.9100000000000001,1.1179921850599999,,,,1.9100000000000001,1.1489399597,0.7324765000000001,0.550705555556,0.161691020448,1.9100000000000001,1.1489399597,,,
1.93,1.0889786463200002,,,,1.92,1.0889786463200002,,,,1.9200000000000004,1.0889786463200002,0.7321335,0.564163541667,0.206352478781,1.92,1.1489399597,,,,1.9200000000000002,1.17988773435,,,
1.94,1.0889786463200002,,,,1.9300000000000002,1.0580308716700002,,,,1.9300000000000002,1.0889786463200002,,,,1.9300000000000002,1.1489399597,,,,1.9300000000000002,1.210835509,0.7376215,0.552849305556,0.109337866512
1.95,1.0889786463200002,,,,1.94,1.0580308716700002,,,,1.9400000000000004,1.0889786463200002,,,,1.94,1.1179921850599999,,,,1.9400000000000002,1.210835509,,,
1.96,1.0889786463200002,0.7554575,0.559280555556,0.216938898534,1.9500000000000002,1.0889786463200002,0.7539140000000001,0.556184027778,0.223968942901,1.9500000000000002,1.0889786463200002,,,,1.9500000000000002,1.1489399597,0.7547715,0.560947916667,0.19593147183600002,1.9500000000000002,1.23984904774,,,
1.97,1.0580308716700002,,,,1.96,1.0889786463200002,,,,1.9600000000000004,1.1179921850599999,0.7544285,0.565235416667,0.1205859375,1.96,1.1179921850599999,,,,1.9600000000000002,1.23984904774,,,
1.98,1.0889786463200002,,,,1.9700000000000002,1.0889786463200002,,,,1.9700000000000002,1.0889786463200002,,,,1.9700000000000002,1.1489399597,,,,1.9700000000000002,1.27079682238,0.760088,0.559876041667,0.18534505208299998
1.99,1.0889786463200002,,,,1.98,1.1179921850599999,,,,1.9800000000000004,1.0580308716700002,,,,1.98,1.1489399597,,,,1.98,1.27079682238,,,
2.0,1.1179921850599999,0.7777525,0.567617361111,0.232322289738,1.9900000000000002,1.1179921850599999,0.776552,0.566307291667,0.215450183256,1.9900000000000002,1.0580308716700002,,,,1.9900000000000002,1.1179921850599999,0.7775810000000001,0.5682128472219999,0.20039761767,1.99,1.27079682238,,,
2.01,1.0889786463200002,,,,2.0,1.1489399597,,,,2.0000000000000004,1.0580308716700002,0.777238,0.568570138889,0.140518180941,2.0,1.1489399597,,,,2.0,1.27079682238,,,
2.02,1.0889786463200002,,,,2.0100000000000002,1.1179921850599999,,,,2.0100000000000002,1.0580308716700002,,,,2.01,1.1489399597,,,,2.01,1.27079682238,0.7823829999999999,0.569165625,0.228435088735
2.03,1.0889786463200002,,,,2.02,1.1179921850599999,,,,2.02,1.0580308716700002,,,,2.02,1.1489399597,,,,2.02,1.27079682238,,,
2.04,1.1489399597,0.8007335,0.578693402778,0.229014033565,2.0300000000000002,1.1179921850599999,0.7993615,0.573453125,0.207179542824,2.0300000000000002,1.0580308716700002,,,,2.03,1.17988773435,0.800219,0.575835069444,0.219502797068,2.0300000000000002,1.30174459703,,,
2.05,1.1489399597,,,,2.04,1.1179921850599999,,,,2.04,1.0889786463200002,0.7997045,0.575358680556,0.193781105324,2.04,1.17988773435,,,,2.04,1.27079682238,,,
